student,semester,course,period
31969,Fall,History 342,M3
31969,Fall,Japanese 321,T3
35143,Winter,Chem 100,M3
35143,Spring,Econ 201,M3
35143,Fall,English 111,M3
35143,Winter,Math 142,T2
35143,Winter,Spanish 132,M1
35143,Spring,BehSci 110,T3
35143,Fall,CompSci 110,M2
35143,Spring,History 100,T2
35143,Fall,Math 141,T3
35143,Fall,Spanish 131,M4
35763,Winter,Chem 200,T3
35763,Spring,CompSci 110,M1
35763,Winter,English 111,M1
35763,Winter,Math 142,M2
35763,Winter,Spanish 132,T2
35763,Spring,BehSci 110,T3
35763,Fall,Chem 100,T3
35763,Spring,History 100,M3
35763,Fall,Math 141,M2
35763,Fall,Spanish 131,T1
31970,Fall,AeroEngr 315,M4
31970,Spring,Econ 356,T2
31970,Spring,Econ 365,T3
31970,Fall,Philos 310,M2
31970,Spring,Philos 392,M3
31970,Winter,Biology 215,M1
31970,Winter,ECE 315,T3
31970,Fall,Econ 333,M1
31970,Winter,Econ 355,T2
31970,Fall,Math 356,T4
32285,Fall,AeroEngr 315,T2
32285,Winter,Law 331,M1
32285,Spring,Law 351,T2
32285,Winter,Law 363,T1
32285,Fall,OpsRsch 310,M2
32285,Spring,Biology 215,M1
32285,Spring,ECE 315,M3
32285,Winter,Law 321,T2
32285,Fall,Law 440,M3
32285,Fall,Law 456,T1
31971,Spring,AeroEngr 315,M4
31971,Spring,Biology 360,M2
31971,Spring,Biology 440,T3
31971,Fall,History 300,M3
31971,Winter,Japanese 322,M2
31971,Winter,Math 356,T3
31971,Fall,Biology 363,M1
31971,Winter,ECE 315,M3
31971,Spring,EngrMech 220,M3
31971,Fall,Japanese 321,T3
31971,Winter,Law 220,T2
31971,Fall,PolSci 211,T2
31972,Spring,AeroEngr 315,M4
31972,Spring,CompSci 364,T1
31972,Spring,CompSci 380,M2
31972,Spring,Math 356,T2
31972,Fall,Philos 310,M3
31972,Fall,CompSci 330,M4
31972,Winter,CompSci 350,T1
31972,Winter,CompSci 467,T2
31972,Fall,CompSci 471,T3
31972,Winter,Spanish 365,M3
31972,Fall,PhyEd 711F,M1
31972,Winter,PhyEd 711W,M1
31972,Winter,PhyEd 712W,M2
31972,Fall,PhyEd 718F,T4
31972,Winter,PhyEd 718W,T4
31972,Winter,PhyEd 717W,T3
31972,Spring,PhyEd 718S,T4
32156,Spring,Biology 320,M3
32156,Fall,Biology 330,M3
32156,Spring,Biology 332,M1
32156,Fall,Biology 380,T3
32156,Fall,Chem 230,M2
32156,Winter,Math 356,M4
32156,Winter,Biology 215,M1
32156,Spring,ECE 315,T1
32156,Fall,History 300,T1
32156,Winter,MSS 362,T2
32156,Spring,Russian 321,M2
35144,Spring,Chem 100,T3
35144,Winter,Econ 201,M3
35144,Fall,English 111,T2
35144,Winter,Math 142,T1
35144,Spring,Spanish 132,M3
35144,Fall,BehSci 110,M3
35144,Spring,CompSci 110,T2
35144,Winter,History 100,T2
35144,Fall,Math 141,T4
35144,Fall,Spanish 131,T3
32863,Spring,ECE 315,M1
32863,Winter,EngrMech 220,M2
32863,Fall,Mgt 337,M2
32863,Winter,Mgt 342,T3
32863,Spring,Mgt 375,T2
32863,Spring,AstroEngr 310,T3
32863,Spring,Mgt 303,M3
32863,Fall,Mgt 341,T1
32863,Fall,Mgt 345,T2
32863,Winter,Mgt 382,M3
32863,Fall,PhyEd 714F,M4
32863,Fall,PhyEd 713F,M3
32863,Winter,PhyEd 714W,M4
32863,Spring,PhyEd 714S,M4
32863,Fall,PhyEd 718F,T4
32863,Fall,PhyEd 717F,T3
32863,Winter,PhyEd 718W,T4
32863,Spring,PhyEd 718S,T4
35329,Spring,BehSci 110,T4
35329,Winter,Chem 200,T1
35329,Spring,English 111,M2
35329,Winter,Math 142,M3
35329,Spring,ReadStrat 103,M4
35329,Winter,Spanish 132,M4
35329,Fall,Chem 100,T1
35329,Spring,CompSci 110,M1
35329,Spring,History 100,M3
35329,Fall,Math 141,T4
35329,Fall,Spanish 131,M3
35145,Fall,Chem 100,M1
35145,Winter,Econ 201,M1
35145,Spring,Law 220,T3
35145,Winter,Math 142,M3
35145,Spring,PolSci 211,M3
35145,Winter,BehSci 110,T3
35145,Fall,CompSci 110,T2
35145,Winter,English 111,M4
35145,Fall,History 100,M4
35145,Fall,Math 141,M3
35145,Spring,ReadStrat 103,T2
35146,Fall,Arabic 131,T2
35146,Winter,Arabic 132,M1
35146,Spring,BehSci 110,M2
35146,Fall,Chem 100,M1
35146,Winter,Chem 200,T1
35146,Spring,CompSci 110,M3
35146,Spring,English 111,T2
35146,Spring,History 100,T3
35146,Fall,Math 141,T1
35146,Winter,Math 142,T3
35146,Spring,ReadStrat 103,M1
35146,Fall,PhyEd 714F,M4
35146,Fall,PhyEd 713F,M3
35146,Spring,PhyEd 714S,M4
35146,Fall,PhyEd 718F,T4
35146,Fall,PhyEd 717F,T3
35146,Winter,PhyEd 718W,T4
35146,Spring,PhyEd 718S,T4
29266,Spring,AstroEngr 310,M2
29266,Spring,Mgt 337,T2
29266,Spring,Mgt 342,M1
29266,Winter,Mgt 375,T4
29266,Fall,Philos 310,T3
29266,Winter,Portuguese 410,T3
29266,Winter,AeroEngr 315,M1
29266,Spring,Math 300,T4
29266,Fall,Mgt 303,T4
29266,Fall,Mgt 341,M3
29266,Fall,Mgt 345,T2
29266,Winter,Portuguese 365,M2
29266,Winter,PhyEd 714W,M4
29266,Winter,PhyEd 713W,M3
29266,Spring,PhyEd 714S,M4
29266,Fall,PhyEd 715F,T1
29266,Winter,PhyEd 715W,T1
29266,Winter,PhyEd 716W,T2
29266,Spring,PhyEd 715S,T1
34097,Spring,English 211,M4
34097,Winter,EngrMech 220,M4
34097,Winter,Geo 250,T1
34097,Spring,MSS 251,M1
34097,Fall,PolSci 211,M4
34097,Winter,Russian 222,M2
34097,Fall,Econ 201,M1
34097,Fall,Geo 310,T1
34097,Winter,Law 220,T2
34097,Spring,Physics 215,T1
34097,Fall,Russian 221,T3
35204,Spring,Chem 100,M3
35204,Winter,English 111,T3
35204,Winter,German 132,T2
35204,Winter,Math 142,M2
35204,Fall,PolSci 211,T3
35204,Spring,BehSci 110,M2
35204,Fall,CompSci 110,T2
35204,Fall,German 131,M4
35204,Spring,History 100,T2
35204,Fall,Math 141,T4
35204,Fall,ReadStrat 103,M3
31973,Spring,AeroEngr 315,M4
31973,Winter,BehSci 352,T2
31973,Winter,BehSci 410,M2
31973,Spring,Biology 215,T1
31973,Fall,OpsRsch 310,M2
31973,Fall,AstroEngr 310,T2
31973,Winter,BehSci 332,M3
31973,Spring,BehSci 335,T3
31973,Winter,BehSci 358,M4
31973,Fall,Mgt 382,M1
32157,Winter,AeroEngr 315,T1
32157,Spring,Geo 353,T2
32157,Spring,Geo 482,M1
32157,Fall,Math 300,T3
32157,Winter,Philos 310,M2
32157,Fall,AstroEngr 310,M2
32157,Winter,ECE 315,T4
32157,Fall,Geo 351,T2
32157,Winter,Geo 382,T3
32157,Fall,Geo 410,M3
32157,Spring,History 300,M4
31974,Fall,Biology 215,T1
31974,Winter,Math 359,T2
31974,Spring,OpsRsch 312,M2
31974,Winter,SysEngr 301,T1
31974,Winter,SysEngr 470,M2
31974,Fall,BehSci 375,M3
31974,Spring,CompSci 211,T1
31974,Spring,ECE 315,M1
31974,Winter,PolSci 211,M1
31974,Fall,SysEngr 311,T3
31974,Winter,PhyEd 714W,M4
31974,Winter,PhyEd 713W,M3
31974,Spring,PhyEd 714S,M4
31974,Fall,PhyEd 718F,T4
31974,Winter,PhyEd 718W,T4
31974,Winter,PhyEd 717W,T3
31974,Spring,PhyEd 718S,T4
34099,Fall,English 211,T3
34099,Spring,AeroEngr 241,T2
34099,Spring,Chem 200,M1
34099,Winter,CompSci 206,M3
34099,Winter,EngrMech 330,M1
34099,Spring,Law 220,M4
34099,Winter,Math 245,M2
34099,Fall,AeroEngr 210,T4
34099,Fall,Econ 201,M1
34099,Fall,Math 243,T2
34099,Winter,Physics 215,T1
34099,Winter,PolSci 211,M4
34099,Spring,Spanish 321,M3
34099,Fall,ArmnShp 461F,M3
34099,Winter,ArmnShp 461W,T3
34099,Spring,ArmnShp 461S,T3
35206,Spring,Arabic 132,T4
35206,Winter,CompSci 110,M2
35206,Fall,English 111,M2
35206,Spring,Math 243,M2
35206,Winter,Physics 110,T1
35206,Winter,Arabic 131,M3
35206,Fall,BehSci 110,M3
35206,Fall,Chem 100,T3
35206,Winter,History 100,M1
35206,Fall,Math 152,M1
34100,Fall,English 211,M3
34100,Winter,CompSci 220,M2
34100,Spring,CompSci 351,M1
34100,Winter,Math 340,T3
34100,Fall,MSS 251,T3
34100,Fall,CompSci 210,M1
34100,Winter,ECE 315,T1
34100,Winter,Econ 201,M3
34100,Spring,Japanese 221,T3
34100,Spring,Physics 215,M3
34101,Winter,English 211,T1
34101,Spring,Econ 201,M1
34101,Spring,EngrMech 220,T2
34101,Winter,History 332,T2
34101,Fall,History 352,T3
34101,Winter,MSS 251,M1
34101,Fall,History 230,T2
34101,Spring,History 351,M3
34101,Spring,Law 220,T4
34101,Fall,Physics 110,M3
34101,Fall,PolSci 211,M1
35207,Fall,BehSci 110,M1
35207,Winter,CompSci 110,M1
35207,Spring,Japanese 132,M4
35207,Winter,Math 142,M3
35207,Spring,Physics 110,T3
35207,Fall,Chem 200,T1
35207,Winter,English 111,M4
35207,Fall,History 100,T3
35207,Winter,Japanese 131,M2
35207,Fall,Math 141,T4
35705,Fall,CompSci 110,M2
35705,Spring,English 111,M1
35705,Winter,French 132,M3
35705,Winter,History 100,M2
35705,Winter,Math 142,M4
35705,Spring,BehSci 110,M4
35705,Spring,Chem 100,T3
35705,Fall,French 131,M3
35705,Fall,LearnStrat 101,T4
35705,Fall,Math 141,M1
35208,Winter,Econ 201,T1
35208,Winter,English 111,M2
35208,Spring,EngrMech 220,T2
35208,Winter,Math 142,T3
35208,Spring,Physics 110,T3
35208,Spring,ReadStrat 103,T1
35208,Winter,BehSci 110,M4
35208,Fall,Chem 100,T1
35208,Spring,CompSci 110,M4
35208,Fall,History 100,M4
35208,Fall,Math 152,T3
32864,Spring,AeroEngr 315,M4
32864,Winter,Biology 215,T3
32864,Spring,Math 356,M1
32864,Spring,Physics 356,T2
32864,Winter,Physics 362,M1
32864,Winter,Math 346,T2
32864,Fall,Philos 310,T1
32864,Fall,Physics 341,M1
32864,Spring,Physics 355,M2
32864,Fall,Physics 361,T2
32865,Fall,AstroEngr 310,T4
32865,Winter,Biology 215,T1
32865,Winter,Law 331,M1
32865,Spring,Law 351,T2
32865,Winter,Mgt 372,M2
32865,Spring,AeroEngr 315,M4
32865,Fall,Law 321,M2
32865,Fall,Law 440,M3
32865,Fall,OpsRsch 310,T3
32865,Spring,Philos 310,M1
32865,Spring,PolSci 423,T4
34102,Fall,English 211,M4
34102,Winter,Geo 250,M2
34102,Winter,Law 220,T3
34102,Fall,MSS 251,T1
34102,Spring,Russian 222,M2
34102,Winter,SocSci 212,T1
34102,Spring,Econ 201,T1
34102,Spring,EngrMech 220,M3
34102,Spring,History 300,T3
34102,Winter,Physics 110,M3
34102,Fall,PolSci 211,M1
34102,Fall,Russian 221,T3
34103,Winter,CompSci 220,M1
34103,Winter,Cyber 350,T1
34103,Winter,ECE 281,M2
34103,Spring,German 495,M3
34103,Spring,Math 340,T1
34103,Spring,MSS 251,M1
34103,Fall,CompSci 210,M3
34103,Fall,Econ 201,T3
34103,Spring,English 211,M4
34103,Fall,German 365,M2
34103,Winter,Math 356,T3
34103,Fall,PolSci 211,T2
32496,Fall,ECE 315,M3
32496,Spring,Geo 353,T1
32496,Spring,Geo 482,M1
32496,Winter,History 300,T4
32496,Spring,Philos 310,T2
32496,Fall,AstroEngr 310,T3
32496,Winter,Biology 215,M1
32496,Fall,Geo 351,T2
32496,Winter,Geo 382,T3
32496,Fall,Geo 410,M2
32866,Spring,EngrMech 220,M2
32866,Spring,Mgt 337,T2
32866,Spring,Mgt 342,T3
32866,Winter,Mgt 375,M2
32866,Fall,Physics 215,M1
32866,Fall,Mgt 303,T3
32866,Winter,Mgt 341,T2
32866,Fall,Mgt 345,T1
32866,Winter,Mgt 382,T1
31976,Spring,AeroEngr 315,T3
31976,Spring,Geo 340,M3
31976,Spring,Geo 353,T2
31976,Spring,Geo 482,M1
31976,Winter,Math 300,M1
31976,Fall,Philos 310,T4
31976,Winter,AstroEngr 310,M2
31976,Fall,Biology 215,M1
31976,Winter,ECE 315,T4
31976,Fall,Geo 351,T3
31976,Winter,Geo 382,T3
31976,Winter,PhyEd 714W,M4
31976,Winter,PhyEd 713W,M3
31976,Spring,PhyEd 714S,M4
31976,Fall,PhyEd 715F,T1
31976,Winter,PhyEd 715W,T1
31976,Winter,PhyEd 716W,T2
31976,Spring,PhyEd 715S,T1
35209,Fall,Chem 100,T3
35209,Winter,English 111,M2
35209,Spring,German 132,T2
35209,Spring,Law 220,M1
35209,Winter,Math 142,T3
35209,Fall,BehSci 110,M2
35209,Winter,CompSci 110,M4
35209,Winter,German 131,M3
35209,Fall,History 100,T2
35209,Fall,Math 141,T1
35210,Spring,Arabic 132,M3
35210,Fall,Chem 100,T1
35210,Winter,Math 142,M3
35210,Spring,Physics 110,T1
35210,Winter,Arabic 131,T3
35210,Winter,BehSci 110,M1
35210,Fall,CompSci 110,T3
35210,Winter,History 100,M4
35210,Fall,Math 141,M2
35210,Winter,ReadStrat 103,T2
35210,Spring,English 211,T4
34104,Spring,English 211,M1
34104,Winter,Geo 495,M3
34104,Winter,Law 220,M4
34104,Spring,Physics 215,T3
34104,Winter,SocSci 212,T2
34104,Winter,Spanish 322,M2
34104,Spring,Econ 201,T1
34104,Fall,EngrMech 220,M1
34104,Fall,MSS 251,T3
34104,Fall,PolSci 211,M3
34104,Fall,Spanish 321,M2
32553,Winter,Biology 215,T1
32553,Fall,CivEngr 362,T3
32553,Spring,CivEngr 373,M2
32553,Fall,ECE 315,M3
32553,Fall,History 300,M1
32553,Spring,Math 356,M4
32553,Spring,AeroEngr 315,M1
32553,Winter,CivEngr 361,M1
32553,Fall,CivEngr 372,M2
32553,Spring,CivEngr 390,T1
32553,Winter,Philos 310,T3
34105,Winter,Econ 332,M4
34105,Spring,EngrMech 220,T3
34105,Fall,Law 220,M1
34105,Fall,MSS 251,T3
34105,Winter,Philos 200,M2
34105,Fall,CompSci 110,M2
34105,Spring,History 300,M4
34105,Spring,Math 300,T2
34105,Winter,Philos 310,M3
34105,Winter,PolSci 211,M1
34106,Winter,EngrMech 320,M4
34106,Spring,EngrMech 330,T3
34106,Fall,Law 220,M4
34106,Winter,MSS 251,M1
34106,Fall,Chem 200,M1
34106,Spring,Econ 201,M1
34106,Spring,English 211,T4
34106,Fall,Math 245,M3
34106,Winter,PolSci 211,T2
31977,Winter,AeroEngr 315,M2
31977,Winter,Math 359,T1
31977,Spring,OpsRsch 312,T1
31977,Winter,SysEngr 301,T2
31977,Winter,SysEngr 470,M3
31977,Fall,BehSci 375,M2
31977,Spring,History 300,T2
31977,Spring,Math 356,M2
31977,Fall,Philos 310,M4
31977,Fall,SysEngr 311,T3
31977,Fall,ArmnShp 471F,M3
31977,Winter,ArmnShp 471W,T3
31977,Spring,ArmnShp 471S,T3
35211,Spring,Chem 100,M1
35211,Winter,French 132,T1
35211,Spring,Law 220,M3
35211,Winter,Math 142,T2
35211,Winter,Physics 110,M1
35211,Fall,BehSci 110,T1
35211,Fall,CompSci 110,T2
35211,Fall,French 131,M2
35211,Spring,History 100,T2
35211,Fall,Math 141,M3
35211,Fall,PhyEd 714F,M4
35211,Winter,PhyEd 714W,M4
35211,Winter,PhyEd 713W,M3
35211,Spring,PhyEd 714S,M4
35211,Winter,PhyEd 718W,T4
35211,Winter,PhyEd 717W,T3
35211,Spring,PhyEd 718S,T4
35454,Winter,Arabic 132,M3
35454,Fall,CompSci 110,M3
35454,Spring,English 111,T4
35454,Winter,Math 142,M4
35454,Winter,Physics 110,T3
35454,Spring,ReadStrat 103,T2
35454,Fall,Arabic 131,T3
35454,Spring,BehSci 110,T1
35454,Spring,Chem 100,M3
35454,Fall,History 100,M4
35454,Fall,Math 141,T4
32158,Spring,Econ 356,M2
32158,Spring,Econ 365,T3
32158,Winter,Econ 440,T3
32158,Winter,Philos 310,T4
32158,Winter,SocSci 420,M2
32158,Spring,AeroEngr 315,M1
32158,Fall,Biology 215,T1
32158,Winter,ECE 315,M1
32158,Fall,Econ 333,M1
32158,Spring,Econ 355,T2
32158,Fall,Math 356,M4
34108,Spring,English 211,M3
34108,Spring,Biology 215,T3
34108,Fall,EngrMech 220,T1
34108,Winter,Law 220,M3
34108,Spring,MSS 298,T2
34108,Fall,Math 142,M2
34108,Winter,MSS 201,M1
34108,Winter,MSS 251,T1
34108,Fall,Physics 110,M3
34108,Fall,PolSci 211,T2
34109,Winter,English 211,M2
34109,Fall,Biology 330,M1
34109,Spring,Chem 230,M2
34109,Spring,Law 220,T4
34109,Spring,MSS 251,M3
34109,Fall,Biology 215,T3
34109,Winter,Chem 200,T3
34109,Winter,Econ 201,M3
34109,Spring,EngrMech 220,T1
34109,Fall,History 300,M3
34109,Winter,PolSci 211,T1
31978,,AstroEngr 321,
31978,Spring,AstroEngr 351,T1
31978,Winter,Biology 215,M3
31978,Spring,Engr 342,M1
31978,Spring,EngrMech 330,M3
31978,Winter,Math 366,M2
31978,Winter,AeroEngr 315,M1
31978,Winter,AstroEngr 331,T3
31978,Fall,Engr 341,T1
31978,Fall,History 300,M3
31978,Fall,Math 360,M2
31978,Winter,Math 377,T2
31978,Fall,PolSci 211,T2
31978,Fall,PhyEd 714F,M4
31978,Winter,PhyEd 714W,M4
31978,Spring,PhyEd 714S,M4
31978,Fall,PhyEd 718F,T4
31978,Winter,PhyEd 718W,T4
35212,Spring,Law 220,T2
35212,Winter,MSS 251,T1
35212,Spring,Physics 110,M3
35212,Fall,PolSci 211,T2
35212,Spring,Portuguese 132,M2
35212,Winter,Chem 100,M3
35212,Winter,CompSci 110,T3
35212,Fall,History 100,T4
35212,Fall,Math 152,M2
35212,Fall,Portuguese 131,T3
35706,Winter,CompSci 110,M1
35706,Spring,English 111,T1
35706,Fall,History 100,T3
35706,Winter,Math 142,M2
35706,Spring,Portuguese 132,M2
35706,Spring,BehSci 110,T2
35706,Winter,Chem 100,T1
35706,Fall,LearnStrat 101,M2
35706,Fall,Math 141,T1
35706,Fall,Portuguese 131,M3
35706,Fall,PhyEd 714F,M4
35706,Winter,PhyEd 714W,M4
35706,Winter,PhyEd 713W,M3
35706,Spring,PhyEd 714S,M4
35706,Fall,PhyEd 718F,T4
35706,Winter,PhyEd 718W,T4
35706,Winter,PhyEd 717W,T3
35706,Spring,PhyEd 718S,T4
34357,Fall,ECE 315,M4
34357,Fall,EngrMech 220,T2
34357,Spring,MSS 251,T1
34357,Winter,Philos 310,M1
34357,Winter,Physics 215,T1
34357,Spring,English 211,M4
34357,Spring,History 300,T3
34357,Fall,Law 220,M3
34357,Winter,Math 300,T4
34357,Fall,Physics 110,T3
32867,Winter,AstroEngr 310,T2
32867,Fall,ECE 315,M3
32867,Spring,Geo 340,M4
32867,Spring,Geo 482,T1
32867,Spring,History 300,T3
32867,Fall,AeroEngr 315,M4
32867,Fall,BehSci 360,M2
32867,Winter,Biology 215,M3
32867,Fall,Geo 351,T2
32867,Winter,Geo 382,T3
34110,Fall,English 211,T2
34110,Winter,Arabic 222,T3
34110,Winter,Econ 201,T1
34110,Spring,EngrMech 220,M1
34110,Spring,MSS 298,M2
34110,Winter,SocSci 212,M2
34110,Fall,Arabic 221,M2
34110,Spring,Chem 200,M3
34110,Winter,Law 220,T4
34110,Fall,MSS 251,T3
34110,Spring,PolSci 211,T2
34110,Fall,ArmnShp 461F,M3
34110,Winter,ArmnShp 461W,M3
34110,Spring,ArmnShp 461S,T3
35213,Spring,BehSci 110,M3
35213,Winter,Chem 222,M1
35213,Fall,English 111,T2
35213,Spring,Physics 110,M1
35213,Winter,Spanish 132,T2
35213,Spring,Chem 200,T1
35213,Fall,CompSci 110,T1
35213,Winter,History 100,T1
35213,Fall,Math 152,M3
35213,Fall,Spanish 131,T3
35213,Winter,PhyEd 714W,M4
35213,Winter,PhyEd 713W,M3
35213,Spring,PhyEd 714S,M4
35213,Fall,PhyEd 718F,T4
35213,Winter,PhyEd 718W,T4
35213,Winter,PhyEd 717W,T3
35213,Spring,PhyEd 718S,T4
34359,Fall,Econ 201,T1
34359,Spring,MSS 251,T1
34359,Fall,Philos 310,M1
34359,Winter,SocSci 311,T1
34359,Winter,English 211,M3
34359,Spring,EngrMech 220,M3
34359,Spring,Law 220,M2
34359,Fall,OpsRsch 310,M2
34359,Winter,Physics 110,M1
34359,Fall,PhyEd 714F,M4
34359,Fall,PhyEd 713F,M3
34359,Winter,PhyEd 714W,M4
34359,Spring,PhyEd 714S,M4
34359,Fall,PhyEd 718F,T4
34359,Fall,PhyEd 717F,T3
34359,Winter,PhyEd 718W,T4
30164,Spring,EngrMech 340,M2
30164,Winter,MechEngr 325,T2
30164,Winter,MechEngr 341,T1
30164,Spring,MechEngr 370,M3
30164,Winter,PolSci 211,M4
30164,Winter,AeroEngr 315,T3
30164,Fall,CompSci 211,T1
30164,Fall,EngrMech 305,M1
30164,Spring,EngrMech 332,T3
30164,Spring,EngrMech 350,T2
30164,Fall,MechEngr 312,T3
35707,Spring,Chem 100,M3
35707,Spring,English 111,T4
35707,Winter,Math 142,M2
35707,Winter,Physics 110,M3
35707,Winter,Spanish 132,T1
35707,Fall,BehSci 110,T3
35707,Fall,CompSci 110,M4
35707,Spring,History 100,T2
35707,Fall,Math 141,T4
35707,Fall,Spanish 131,M3
34111,Winter,English 211,M1
34111,Fall,Law 220,T3
34111,Spring,Math 300,T3
34111,Fall,MSS 251,T1
34111,Spring,Spanish 322,M2
34111,Winter,Chem 200,M3
34111,Spring,Econ 201,T1
34111,Winter,EngrMech 220,M2
34111,Spring,PolSci 211,M1
34111,Fall,Spanish 321,M2
32950,Winter,AeroEngr 315,T3
32950,Winter,ForArStu 410,M3
32950,Spring,French 132,T1
32950,Spring,History 375,T2
32950,Spring,PolSci 394,M1
32950,Winter,ECE 315,T1
32950,Winter,French 131,M2
32950,Fall,History 300,M2
32950,Fall,Math 300,T1
32950,Fall,PolSci 300,M1
35214,Fall,CompSci 110,M1
35214,Spring,Econ 201,T1
35214,Fall,English 111,M2
35214,Winter,German 132,M1
35214,Winter,Math 142,T3
35214,Spring,Physics 110,M1
35214,Winter,Chem 200,T1
35214,Fall,German 131,T1
35214,Spring,History 100,M3
35214,Fall,Math 141,T2
35214,Fall,PhyEd 714F,M4
35214,Fall,PhyEd 713F,M3
35214,Winter,PhyEd 714W,M4
35214,Fall,PhyEd 718F,T4
35214,Fall,PhyEd 717F,T3
35214,Winter,PhyEd 718W,T4
35214,Spring,PhyEd 718S,T4
31979,Winter,AeroEngr 315,T4
31979,Fall,Chem 434,T1
31979,Fall,English 353,M3
31979,Spring,English 390,T3
31979,Spring,Japanese 322,M2
31979,Spring,PolSci 211,M4
31979,Winter,Biology 215,M3
31979,Winter,Chem 335,T2
31979,Fall,English 343,T3
31979,Spring,EngrMech 220,T4
31979,Winter,Japanese 321,M2
31979,Fall,Law 220,T4
30434,Winter,AeroEngr 315,M3
30434,Spring,Biology 215,M1
30434,Spring,Mgt 337,T2
30434,Winter,Mgt 342,M2
30434,Winter,Mgt 375,T3
30434,Winter,PhyEd 714W,M4
30434,Spring,PhyEd 714S,M4
30434,Winter,PhyEd 718W,T4
30434,Spring,PhyEd 718S,T4
30434,Fall,Exchange 100F,M1
30434,Fall,Exchange 200F,M3
30434,Fall,Exchange 300F,T1
30434,Fall,Exchange 400F,T3
34112,Spring,English 211,M4
34112,Fall,BehSci 231,M3
34112,Spring,Chem 200,M1
34112,Winter,Law 220,T2
34112,Fall,MSS 251,T3
34112,Winter,BehSci 358,M4
34112,Winter,BehSci 373,T1
34112,Winter,Econ 201,M1
34112,Fall,EngrMech 220,M1
34112,Spring,Physics 215,T1
34112,Fall,PolSci 211,M2
32159,Fall,Biology 331,M3
32159,Winter,Biology 363,M1
32159,Spring,Chem 230,M2
32159,Spring,English 411,M1
32159,Fall,History 300,M2
32159,Fall,Biology 380,T3
32159,Spring,Law 220,T3
32159,Spring,Math 356,T2
32159,Winter,OpsRsch 310,T3
32159,Winter,Philos 310,T1
35708,Winter,Chem 100,M1
35708,Spring,English 111,T2
35708,Winter,French 132,M3
35708,Winter,Math 142,T2
35708,Spring,Physics 110,M1
35708,Spring,BehSci 110,T3
35708,Fall,CompSci 110,M1
35708,Fall,French 131,T1
35708,Fall,History 100,M2
35708,Fall,Math 141,T2
35708,Fall,PhyEd 714F,M4
35708,Fall,PhyEd 713F,M3
35708,Spring,PhyEd 714S,M4
35708,Fall,PhyEd 718F,T4
35708,Fall,PhyEd 717F,T3
35708,Winter,PhyEd 718W,T4
35708,Spring,PhyEd 718S,T4
35215,Winter,Chinese 132,T2
35215,Spring,CompSci 110,T4
35215,Fall,ECE 210,M3
35215,Winter,English 111,T1
35215,Spring,Math 243,M1
35215,Fall,Physics 110,M1
35215,Spring,BehSci 110,M2
35215,Winter,Chem 100,M1
35215,Fall,Chinese 131,T4
35215,Spring,History 100,M4
35215,Fall,Math 152,T2
34113,Fall,English 211,M2
34113,Fall,AeroEngr 315,M4
34113,Fall,BehSci 231,M3
34113,Winter,BehSci 360,M2
34113,Spring,Philos 310,M1
34113,Spring,Chem 200,T3
34113,Fall,Econ 201,T1
34113,Spring,EngrMech 220,M2
34113,Winter,Law 220,T2
34113,Winter,MSS 251,M3
34113,Spring,PolSci 211,T2
34113,Fall,ArmnShp 461F,T3
34113,Winter,ArmnShp 461W,T3
34113,Spring,ArmnShp 461S,M3
31980,Winter,AeroEngr 342,M1
31980,Spring,AeroEngr 352,M2
31980,Spring,AeroEngr 361,M4
31980,Spring,AstroEngr 310,T3
31980,Spring,EngrMech 330,T2
31980,Fall,AeroEngr 341,M1
31980,Winter,AeroEngr 351,T1
31980,Fall,Biology 215,T1
31980,Winter,EngrMech 320,M3
31980,Winter,History 300,T2
31980,Fall,Math 356,M2
31980,Fall,ArmnShp 471F,M3
31980,Winter,ArmnShp 471W,T3
31980,Spring,ArmnShp 471S,M3
34114,Spring,AeroEngr 241,M1
34114,Spring,Chem 336,M2
34114,Fall,Chem 434,T1
34114,Spring,EngrMech 320,M3
34114,,French 322,
34114,Fall,Math 346,T3
34114,Winter,SocSci 311,M2
34114,Winter,Chem 335,T2
34114,Fall,ECE 315,T2
34114,Spring,English 211,T3
34114,Winter,French 321,T3
34114,Winter,Law 220,T4
34114,Winter,Math 245,T1
34114,Fall,MSS 251,M1
34360,Fall,English 211,M3
34360,Winter,Chinese 222,T2
34360,Spring,Econ 201,T1
34360,Winter,EngrMech 220,M2
34360,Winter,Law 220,T1
34360,Winter,SocSci 212,M1
34360,Fall,Chinese 221,M2
34360,Spring,History 300,T3
34360,Fall,MSS 251,T1
34360,Spring,Physics 110,M1
34360,Fall,PolSci 211,T3
34360,Winter,PhyEd 713W,M3
34360,Spring,PhyEd 714S,M4
34360,Fall,PhyEd 718F,T4
34360,Winter,PhyEd 718W,T4
34360,Winter,PhyEd 717W,T3
34360,Spring,PhyEd 718S,T4
35709,Spring,CompSci 110,M2
35709,Spring,English 111,T2
35709,Spring,History 100,T1
