student,semester,course,period
31134,Fall,PhyEd 111,T3
31134,Fall,PhyEd 222,T3
34534,Fall,PhyEd 110,T2
34534,Fall,PhyEd 112,M1
33304,Spring,PhyEd 111,T2
33304,Spring,PhyEd 222,T2
33304,Fall,PhyEd 484,T4
34535,Winter,PhyEd 112,T2
34535,Spring,PhyEd 110,M3
32017,Winter,PhyEd 215,T2
32017,Winter,PhyEd 315,T2
32017,Winter,PhyEd 343,T2
33305,Fall,PhyEd 111,T4
33305,Fall,PhyEd 222,T4
32018,Fall,PhyEd 215,T2
32018,Fall,PhyEd 315,T2
32018,Spring,PhyEd 488,T3
34536,Fall,PhyEd 110,T1
34536,Fall,PhyEd 112,M3
33306,Winter,PhyEd 211,M4
33306,Spring,PhyEd 343,T3
33306,Fall,PhyEd 112,T1
33306,Winter,PhyEd 119,M1
33306,Winter,PhyEd 120,M4
31729,Winter,PhyEd 484,T3
31729,Fall,PhyEd 215,T1
31729,Winter,PhyEd 315,M3
33307,Fall,PhyEd 487,M2
33307,Fall,PhyEd 119,M4
33307,Winter,PhyEd 120,T4
33307,Winter,PhyEd 211,T4
35311,Spring,PhyEd 110,T4
35311,Winter,PhyEd 112,M2
31730,Fall,PhyEd 215,T4
31730,Fall,PhyEd 315,T4
32736,Fall,PhyEd 215,T4
32736,Fall,PhyEd 315,T4
32737,Winter,PhyEd 215,M1
32737,Winter,PhyEd 315,M1
32737,Fall,PhyEd 343,M3
33308,Winter,PhyEd 111,T4
33308,Winter,PhyEd 222,T4
33308,Spring,PhyEd 340,M4
33309,Fall,PhyEd 341,T4
33309,Fall,PhyEd 111,T3
33309,Fall,PhyEd 222,T3
32502,Winter,PhyEd 315,T2
32502,Spring,PhyEd 487,M4
32502,Winter,PhyEd 215,T2
31731,Spring,PhyEd 215,T4
35639,Spring,PhyEd 110,M4
35639,Spring,PhyEd 112,M4
34537,Fall,PhyEd 110,M4
33310,Winter,PhyEd 484,T1
33310,Fall,PhyEd 111,M1
33310,Fall,PhyEd 222,M1
33311,Winter,PhyEd 345,T3
33311,Spring,PhyEd 111,T2
33311,Spring,PhyEd 222,T2
34237,Winter,PhyEd 340,T4
34538,Spring,PhyEd 112,M2
32738,Spring,PhyEd 315,T1
32738,Spring,PhyEd 486,T2
32738,Spring,PhyEd 215,T1
33312,Fall,PhyEd 111,M4
33312,Fall,PhyEd 222,M4
33313,Fall,PhyEd 111,T2
33313,Winter,PhyEd 222,T4
33313,Fall,PhyEd 488,T3
35312,Fall,PhyEd 110,M2
35312,Fall,PhyEd 112,T2
34539,Winter,PhyEd 110,M2
32177,Fall,PhyEd 215,T1
32177,Fall,PhyEd 315,T1
32177,Winter,PhyEd 341,T2
33314,Winter,PhyEd 343,M2
33314,Spring,PhyEd 111,T3
33314,Spring,PhyEd 222,T3
32019,Fall,PhyEd 215,T2
32019,Fall,PhyEd 315,T2
32019,Winter,PhyEd 341,M2
35731,Winter,PhyEd 110,M4
32503,Winter,PhyEd 484,M4
32503,Fall,PhyEd 215,M3
32503,Fall,PhyEd 315,M3
31732,Spring,PhyEd 343,T3
31732,Winter,PhyEd 215,T3
31732,Winter,PhyEd 315,T3
35491,Spring,PhyEd 110,M1
33315,Fall,PhyEd 222,T1
33315,,PhyEd 486,
33315,Fall,PhyEd 111,T1
33316,Fall,PhyEd 343,T1
33316,Fall,PhyEd 111,T1
35492,Winter Trng Pd,PhyEd 110,M1
33317,Spring,PhyEd 111,M4
33317,Spring,PhyEd 484,M4
33318,Winter,PhyEd 345,M2
33318,Spring,PhyEd 111,T1
33318,Spring,PhyEd 222,T1
31735,Winter,PhyEd 215,T1
31735,Winter,PhyEd 315,T1
31735,Winter,PhyEd 340,T3
31736,Winter,PhyEd 343,M2
31736,Winter,PhyEd 215,M1
31736,Winter,PhyEd 315,M1
33009,Spring,PhyEd 215,T1
33009,Spring,PhyEd 315,T1
33009,Winter,PhyEd 340,M3
34540,Spring,PhyEd 110,M2
34540,Winter,PhyEd 110,T3
34238,Winter,PhyEd 222,T4
34238,Spring,PhyEd 345,T4
34238,Winter,PhyEd 111,T4
32739,Fall,PhyEd 215,T2
32739,Fall,PhyEd 315,T2
32739,Spring,PhyEd 340,T3
32020,Winter,PhyEd 215,T4
32020,Winter,PhyEd 315,T4
33320,Spring,PhyEd 222,M1
33320,Spring,PhyEd 486,M4
33320,Spring,PhyEd 111,M1
33321,Winter,PhyEd 111,M4
33321,Winter,PhyEd 222,M4
33322,Spring,PhyEd 111,T2
33322,Spring,PhyEd 222,T2
33322,Winter,PhyEd 345,T2
34544,Spring,PhyEd 110,T1
34544,Winter,PhyEd 112,T4
33323,Winter,PhyEd 111,M3
33323,Winter,PhyEd 222,M3
33323,Fall,PhyEd 110,T1
33323,Fall,PhyEd 112,T2
35342,Spring,PhyEd 110,T3
35342,Spring,PhyEd 110,T4
32022,Spring,PhyEd 215,T3
32022,Spring,PhyEd 315,T3
35493,Winter,PhyEd 110,T4
33324,Fall,PhyEd 111,M3
33324,Fall,PhyEd 222,M3
32023,Fall,PhyEd 315,T2
32023,Winter,PhyEd 484,M4
32023,Fall,PhyEd 215,T2
34239,Fall,PhyEd 111,T4
34239,Winter,PhyEd 211,T4
34239,Winter,PhyEd 222,T3
34239,Winter,PhyEd 345,T2
34240,Fall,PhyEd 111,T4
34240,Winter,PhyEd 222,M1
34240,Winter,PhyEd 345,M2
34545,Fall,PhyEd 110,M1
33326,Fall,PhyEd 344,M4
33326,Fall,PhyEd 119,M1
33326,Fall,PhyEd 120,M1
33326,Winter,PhyEd 211,M1
33327,Winter,PhyEd 111,T3
33327,Winter,PhyEd 222,T3
33327,Fall,PhyEd 343,T1
34546,Winter,PhyEd 110,M3
34546,Winter,PhyEd 112,M3
34724,Fall,PhyEd 110,T1
33328,Spring,PhyEd 111,T2
33328,Spring,PhyEd 222,T2
33329,Spring,PhyEd 487,T4
33329,Winter,PhyEd 111,M2
33329,Winter,PhyEd 222,M2
33330,Fall,PhyEd 111,T4
33330,Fall,PhyEd 222,T4
33331,Winter,PhyEd 341,T3
33331,Spring,PhyEd 111,M1
33331,Spring,PhyEd 222,M1
33332,Fall,PhyEd 111,T4
33332,Fall,PhyEd 222,T4
32178,Fall,PhyEd 315,M2
32178,Fall,PhyEd 341,M2
32178,Spring,PhyEd 211,M1
32178,Fall,PhyEd 215,M2
33334,Winter,PhyEd 345,M2
33334,Spring,PhyEd 111,M3
33334,Spring,PhyEd 222,M3
33335,,PhyEd 344,
33335,Fall,PhyEd 111,M1
33335,Fall,PhyEd 222,M1
34725,Spring,PhyEd 112,T2
34725,Winter,PhyEd 110,T1
32024,Fall,PhyEd 215,M3
32024,Fall,PhyEd 315,M3
32024,Spring,PhyEd 487,M4
34241,Winter,PhyEd 211,M4
34241,Fall,PhyEd 484,T4
34241,Fall,PhyEd 119,M1
34241,Winter,PhyEd 120,M4
32740,Winter,PhyEd 315,M2
32740,Spring,PhyEd 487,T1
32740,Winter,PhyEd 215,M2
32740,Winter,PhyEd 315,M2
34726,Spring,PhyEd 110,M2
34726,Spring,PhyEd 112,M3
34726,Spring,PhyEd 112,T3
32025,Spring,PhyEd 215,T1
32025,Spring,PhyEd 315,T1
32025,Spring,PhyEd 341,T3
33336,Spring,PhyEd 211,M4
33336,Winter,PhyEd 341,M3
33336,Winter,PhyEd 111,M3
33336,Winter,PhyEd 222,M3
33337,Winter,PhyEd 222,T3
33337,Fall,PhyEd 484,M3
33337,Winter,PhyEd 119,T4
33337,Winter,PhyEd 120,T4
33338,Fall,PhyEd 343,M4
33338,Fall,PhyEd 111,T4
33338,Fall,PhyEd 222,T4
32741,Fall,PhyEd 215,M4
32741,Fall,PhyEd 315,M4
34727,Fall,PhyEd 110,M4
31739,Fall,PhyEd 215,T3
31739,Fall,PhyEd 315,T3
31739,Winter,PhyEd 343,T2
31741,Spring,PhyEd 484,T4
31741,Fall,PhyEd 215,M3
31741,Winter,PhyEd 315,M2
35239,Fall,PhyEd 110,M1
35239,Winter,PhyEd 112,M2
35494,Winter,PhyEd 110,M4
32026,Fall,PhyEd 486,T4
32026,Winter,PhyEd 215,M1
32026,Winter,PhyEd 315,M1
34728,Winter,PhyEd 112,M2
34728,Spring,PhyEd 110,M1
33339,Spring,PhyEd 486,M3
33339,Spring,PhyEd 111,M3
33339,Spring,PhyEd 222,M3
33340,Fall,PhyEd 119,T4
33340,Fall,PhyEd 120,T4
33340,Winter,PhyEd 211,T1
33340,Fall,PhyEd 111,M1
34729,Winter Trng Pd,PhyEd 110,M3
32742,Winter,PhyEd 119,M4
32742,Winter,PhyEd 120,T4
32742,Winter,PhyEd 211,T4
32742,Fall,PhyEd 111,M2
32742,Winter,PhyEd 222,T3
32743,Winter,PhyEd 215,T2
32743,Winter,PhyEd 315,T2
32743,Fall,PhyEd 340,M3
33341,Winter,PhyEd 222,M2
33341,Fall,PhyEd 340,T3
33341,Fall,PhyEd 119,M1
33341,Winter,PhyEd 120,T4
31742,Winter,PhyEd 215,M1
31742,Winter,PhyEd 315,M1
31077,Spring,PhyEd 215,M3
31077,Spring,PhyEd 315,M3
34730,Fall,PhyEd 110,T4
35496,Winter,PhyEd 112,M4
35496,Winter,PhyEd 112,M3
34731,Fall,PhyEd 112,T3
34731,Fall,PhyEd 110,T3
33342,Fall,PhyEd 111,M4
33342,Fall,PhyEd 222,M4
32744,Winter,PhyEd 215,T2
32744,Fall,PhyEd 111,M1
32744,Winter,PhyEd 222,T4
34242,Fall,PhyEd 111,T1
34242,Fall,PhyEd 222,T1
34732,Winter,PhyEd 110,T1
34732,Spring,PhyEd 112,T4
32745,Winter,PhyEd 343,T4
32745,Spring,PhyEd 215,T2
32745,Spring,PhyEd 315,T2
35497,Fall,PhyEd 110,T4
34733,Fall,PhyEd 110,M4
31744,Winter,PhyEd 215,M1
31744,Winter,PhyEd 215,T4
31744,Winter,PhyEd 315,M1
32746,Winter,PhyEd 215,T1
32746,Winter,PhyEd 315,T1
32746,Fall,PhyEd 340,T3
33344,Spring,PhyEd 111,M4
33344,Spring,PhyEd 222,M4
33345,Fall,PhyEd 340,T2
33345,Winter,PhyEd 111,M1
33345,Winter,PhyEd 222,M1
35475,Spring,PhyEd 110,T2
35475,Fall,PhyEd 112,M1
34734,Fall,PhyEd 110,M2
34734,Spring,PhyEd 112,T1
32028,Fall,PhyEd 315,M1
32028,Fall,PhyEd 215,M1
32028,Fall,PhyEd 315,M1
32378,Fall,PhyEd 215,M1
32378,Fall,PhyEd 315,M1
34735,Fall,PhyEd 112,T3
34735,Spring,PhyEd 110,T4
33346,Winter,PhyEd 111,M3
33346,Winter,PhyEd 222,M3
33346,Spring,PhyEd 486,T3
33347,Spring,PhyEd 111,T1
33347,Spring,PhyEd 222,T1
33347,Spring,PhyEd 110,T4
33347,Spring,PhyEd 340,T4
32379,Winter,PhyEd 215,M3
32379,Winter,PhyEd 315,M3
32379,Winter,PhyEd 341,M2
33348,Spring,PhyEd 486,M4
33348,Fall,PhyEd 119,M1
33348,Fall,PhyEd 120,M1
33348,Winter,PhyEd 211,T1
33349,Spring,PhyEd 211,T4
33349,Spring,PhyEd 345,T4
33349,Winter,PhyEd 119,M1
33349,Winter,PhyEd 120,M1
33350,Fall,PhyEd 341,M2
33350,Winter,PhyEd 111,M2
33350,Winter,PhyEd 222,M2
34736,Winter,PhyEd 110,T4
34736,Fall,PhyEd 112,M2
33351,Fall,PhyEd 111,T1
33351,Fall,PhyEd 222,T1
33351,Spring,PhyEd 344,T4
32504,Fall,PhyEd 215,T4
32504,Winter,PhyEd 315,M1
32504,Fall,PhyEd 484,T3
34243,Spring,PhyEd 211,M4
34243,Spring,PhyEd 487,T2
34243,Spring,PhyEd 111,T2
34243,Spring,PhyEd 222,T2
33352,Spring,PhyEd 222,T3
33352,Fall,PhyEd 487,M4
33352,Spring,PhyEd 111,T3
34737,Spring,PhyEd 110,M4
34244,Winter,PhyEd 211,T4
34244,Winter,PhyEd 484,M3
34244,Fall,PhyEd 119,M1
34244,Fall,PhyEd 120,M1
31746,Spring,PhyEd 215,T3
31746,Spring,PhyEd 315,T3
31746,Spring,PhyEd 215,T2
35240,Spring,PhyEd 110,M4
35240,Spring,PhyEd 112,M3
34245,Fall,PhyEd 111,T2
34245,Winter,PhyEd 222,M1
34245,Spring,PhyEd 345,T4
33203,Winter,PhyEd 211,T1
33203,Spring,PhyEd 486,T2
33203,Winter,PhyEd 110,M4
33203,Fall,PhyEd 119,T1
33203,Fall,PhyEd 120,T1
32031,Winter,PhyEd 215,M3
32031,Winter,PhyEd 315,M3
32031,Fall,PhyEd 341,T4
33204,Fall,PhyEd 111,M2
33204,Fall,PhyEd 222,M2
33204,,PhyEd 345,
32380,Spring,PhyEd 486,M4
32380,Winter,PhyEd 215,M3
32380,Winter,PhyEd 315,M3
34246,Fall,PhyEd 111,T1
34246,Fall,PhyEd 222,T1
34246,Spring,PhyEd 486,M2
32534,Spring,PhyEd 211,M1
32534,Winter,PhyEd 484,M3
32032,Spring,PhyEd 315,T3
32032,Spring,PhyEd 215,T3
32032,Spring,PhyEd 315,T3
34738,Fall,PhyEd 110,T3
33205,Fall,PhyEd 111,M4
33205,Winter,PhyEd 222,M4
34247,Spring,PhyEd 486,M2
34247,Fall,PhyEd 119,T1
34247,Winter,PhyEd 120,M4
34247,Winter,PhyEd 211,M4
32535,Winter,PhyEd 315,M1
32535,Fall,PhyEd 484,M3
32535,Fall,PhyEd 215,M2
32535,Winter,PhyEd 315,T3
35241,Spring,PhyEd 112,M2
35241,Winter,PhyEd 110,M2
33206,Spring,PhyEd 211,M4
33206,Winter,PhyEd 484,M2
33206,Spring,PhyEd 111,M2
33207,Winter,PhyEd 111,M1
33207,Winter,PhyEd 222,M1
33208,Spring,PhyEd 211,T4
33208,Spring,PhyEd 111,T2
33208,Spring,PhyEd 222,T2
32935,Spring,PhyEd 215,T3
32935,Spring,PhyEd 315,T3
32935,Spring,PhyEd 488,M2
31747,Spring,PhyEd 487,M4
31747,Winter,PhyEd 215,M4
31747,Winter,PhyEd 315,M4
35499,Winter,PhyEd 119,M1
35499,Winter,PhyEd 120,T1
35499,Winter,PhyEd 211,T1
35499,Winter,PhyEd 110,T2
33209,Fall,PhyEd 111,T1
34739,Fall,PhyEd 112,M3
34739,Fall,PhyEd 110,M3
33210,Winter,PhyEd 111,T4
33210,Winter,PhyEd 222,T4
33210,Spring,PhyEd 486,T3
33210,Fall,PhyEd 486,T3
34740,Fall,PhyEd 112,M3
34740,Spring,PhyEd 110,T1
32505,Winter,PhyEd 215,T4
32505,Winter,PhyEd 315,T4
32505,Spring,PhyEd 486,T3
35242,Spring,PhyEd 110,T2
35242,Fall,PhyEd 112,M1
33211,Spring,PhyEd 484,T4
33211,Winter,PhyEd 111,T4
33211,Winter,PhyEd 222,T4
34742,Winter,PhyEd 110,M1
34742,Winter,PhyEd 112,T1
33212,Winter,PhyEd 111,M1
33212,Winter,PhyEd 222,M1
32033,Fall,PhyEd 484,M4
32033,Fall,PhyEd 215,M2
32033,Fall,PhyEd 315,M2
33213,Fall,PhyEd 340,M2
33213,Winter,PhyEd 111,T1
33213,Winter,PhyEd 222,T1
32747,Fall,PhyEd 215,M4
32747,Fall,PhyEd 315,M4
33214,Fall,PhyEd 111,T4
33214,Fall,PhyEd 222,T4
33215,Winter,PhyEd 111,T4
33215,Winter,PhyEd 222,T4
33215,Spring,PhyEd 341,T4
33216,Spring,PhyEd 111,M2
33216,Spring,PhyEd 222,M2
33216,Fall,PhyEd 486,M4
33216,Fall,PhyEd 486,M3
32536,Spring,PhyEd 343,T2
32536,Fall,PhyEd 215,M1
32536,Fall,PhyEd 315,M1
35344,Winter,PhyEd 110,T2
35344,Winter,PhyEd 112,M3
33217,Winter,PhyEd 111,T1
33217,Winter,PhyEd 222,T1
33217,Spring,PhyEd 486,T4
33218,Spring,PhyEd 341,T3
33218,Fall,PhyEd 111,M3
33218,Fall,PhyEd 222,M3
33219,Spring,PhyEd 222,M3
33219,Fall,PhyEd 484,T3
32034,Fall,PhyEd 315,M1
32034,Spring,PhyEd 341,M3
32034,Spring,PhyEd 484,M4
32034,Fall,PhyEd 215,M1
35244,Fall,PhyEd 112,M2
35244,Fall,PhyEd 110,T3
33220,Spring,PhyEd 341,M2
33220,Winter,PhyEd 119,M1
33220,Winter,PhyEd 120,M1
33220,Spring,PhyEd 211,T4
32673,Spring,PhyEd 215,M3
32673,Spring,PhyEd 315,M3
32673,Fall,PhyEd 487,M4
32035,Spring,PhyEd 315,T3
32035,Fall,PhyEd 343,T1
32035,Spring,PhyEd 215,T3
32036,Spring,PhyEd 315,M3
32036,Fall,PhyEd 486,M3
32036,Spring,PhyEd 215,M3
33221,Spring,PhyEd 486,T2
33221,Winter,PhyEd 111,T2
33221,Winter,PhyEd 222,T2
35245,Spring,PhyEd 110,M3
35245,Winter,PhyEd 112,M2
32037,Fall,PhyEd 215,T4
32037,Winter,PhyEd 315,T4
32037,Fall,PhyEd 343,M3
32382,Fall,PhyEd 215,T4
32382,Fall,PhyEd 315,T4
32382,Fall,PhyEd 488,M4
35500,Spring,PhyEd 110,M1
33010,Winter,PhyEd 341,T2
33010,Fall,PhyEd 215,M3
33010,Winter,PhyEd 315,M3
34743,Spring,PhyEd 110,M2
34743,Fall,PhyEd 112,M3
34744,Fall,PhyEd 110,T3
34744,Winter,PhyEd 112,M2
34744,Fall,PhyEd 110,M1
32038,Fall,PhyEd 315,M3
32038,Fall,PhyEd 343,M3
32038,Fall,PhyEd 215,M3
32748,Fall,PhyEd 215,T1
32748,Fall,PhyEd 315,T1
32748,Spring,PhyEd 488,T3
34745,Fall,PhyEd 110,M2
34746,Fall,PhyEd 110,T4
29030,Spring,PhyEd 222,T1
29030,Winter,PhyEd 484,M2
29030,Spring,PhyEd 111,T1
32039,Winter,PhyEd 315,M2
32039,Spring,PhyEd 211,M4
32039,Fall,PhyEd 215,T3
32039,Winter,PhyEd 315,T2
32936,Fall,PhyEd 487,M4
32936,Fall,PhyEd 215,T2
32936,Fall,PhyEd 315,T2
33223,Spring,PhyEd 111,T2
33223,Spring,PhyEd 222,T2
33223,Fall,PhyEd 345,T4
32040,Fall,PhyEd 315,T4
32040,Fall,PhyEd 119,M4
32040,Fall,PhyEd 120,M4
32040,Winter,PhyEd 211,M4
32040,Fall,PhyEd 215,T4
33224,Spring,PhyEd 111,M3
33224,Spring,PhyEd 222,M1
33224,Fall,PhyEd 484,T3
35246,Spring,PhyEd 112,M3
35246,Winter,PhyEd 110,M4
33225,Fall,PhyEd 486,M3
33225,Fall,PhyEd 111,T2
33225,Winter,PhyEd 222,T1
35501,Spring,PhyEd 112,M3
33226,Winter,PhyEd 484,T1
33226,Winter,PhyEd 111,T4
33226,Winter,PhyEd 222,T4
33227,Winter,PhyEd 111,M4
33227,Winter,PhyEd 222,M4
33227,Winter,PhyEd 111,M4
32537,Spring,PhyEd 215,T2
32537,Spring,PhyEd 315,T2
32537,Spring,PhyEd 486,T2
35247,Fall,PhyEd 110,M2
35247,Winter,PhyEd 112,M4
33228,Spring,PhyEd 111,T2
33228,Spring,PhyEd 222,T2
33228,Winter,PhyEd 345,T2
33229,Winter,PhyEd 222,M3
33229,Spring,PhyEd 345,M4
33229,Fall,PhyEd 111,T4
33230,Fall,PhyEd 111,M1
33230,Fall,PhyEd 222,M1
33230,Winter,PhyEd 343,T3
32674,Fall,PhyEd 215,T4
32674,Fall,PhyEd 315,T4
33231,Winter,PhyEd 484,T2
33231,Fall,PhyEd 111,T3
33231,Fall,PhyEd 222,T3
31748,Winter,PhyEd 315,T1
31748,Spring,PhyEd 341,T2
31748,Winter,PhyEd 215,T1
34747,Winter,PhyEd 110,M4
33232,Winter,PhyEd 111,T2
33232,Winter,PhyEd 222,T2
33232,Fall,PhyEd 484,T4
33233,Fall,PhyEd 222,T3
33233,Winter,PhyEd 484,M2
33233,Fall,PhyEd 111,T3
33234,Fall,PhyEd 111,M3
33234,Spring,PhyEd 211,T1
33234,Winter,PhyEd 484,M2
34748,Winter Trng Pd,PhyEd 110,M4
33235,Winter,PhyEd 343,T2
33235,Fall,PhyEd 111,T1
33235,Fall,PhyEd 222,T1
35502,Fall,PhyEd 119,T1
35502,Winter,PhyEd 120,M1
35502,Fall,PhyEd 110,T2
32506,Fall,PhyEd 215,T3
32506,Fall,PhyEd 315,T3
32506,Fall,PhyEd 340,T2
32506,Spring,PhyEd 488,M2
34749,Winter,PhyEd 110,T1
34749,Fall,PhyEd 112,T2
33236,Spring,PhyEd 341,T4
33236,Winter,PhyEd 111,T2
33236,Winter,PhyEd 222,T2
34750,Winter Trng Pd,PhyEd 110,M3
33237,Fall,PhyEd 222,M1
33237,Fall,PhyEd 111,M1
33237,Fall,PhyEd 222,M1
32749,Fall,PhyEd 215,M3
32749,Winter,PhyEd 315,M2
32749,Fall,PhyEd 486,T4
33238,Fall,PhyEd 111,M1
33238,Fall,PhyEd 222,M1
33238,Fall,PhyEd 112,M1
32508,Spring,PhyEd 343,M3
32508,Spring,PhyEd 215,T3
32508,Spring,PhyEd 315,T3
32750,Winter,PhyEd 344,M3
32750,Fall,PhyEd 215,M2
32750,Winter,PhyEd 315,M1
33239,Fall,PhyEd 222,M3
33239,Spring,PhyEd 487,T2
33239,Fall,PhyEd 111,M3
32751,Spring,PhyEd 215,T4
32751,Spring,PhyEd 315,T4
32383,Spring,PhyEd 340,T4
32383,Fall,PhyEd 215,M1
32383,Fall,PhyEd 315,M1
34251,Spring,PhyEd 487,T1
34251,Fall,PhyEd 112,M1
33240,Spring,PhyEd 110,M4
34752,Fall,PhyEd 110,M2
33241,Winter,PhyEd 111,M4
33241,Winter,PhyEd 222,M4
33241,Winter,PhyEd 111,M4
34753,Spring,PhyEd 112,M3
34753,Fall,PhyEd 110,T1
33242,Fall,PhyEd 111,M1
33242,Fall,PhyEd 222,M1
33242,Fall,PhyEd 119,T1
33242,Fall,PhyEd 120,T1
32711,Fall,PhyEd 215,M4
32711,Winter,PhyEd 315,M4
33243,Spring,PhyEd 487,M2
33243,Fall,PhyEd 111,T1
33243,Fall,PhyEd 222,T1
34038,Spring,PhyEd 345,T4
34038,Spring,PhyEd 111,T3
34038,Spring,PhyEd 222,T3
35754,Winter,PhyEd 112,M2
35754,Fall,PhyEd 110,T4
33244,Spring,PhyEd 341,T2
33244,Fall,PhyEd 111,T1
33244,Fall,PhyEd 222,T1
33245,Spring,PhyEd 484,T4
33245,Winter,PhyEd 119,M1
33245,Spring,PhyEd 120,T4
35248,Winter,PhyEd 112,M4
35248,Winter Trng Pd,PhyEd 110,M4
33246,Spring,PhyEd 111,M1
33246,Spring,PhyEd 222,M1
33246,Winter,PhyEd 344,T4
35503,Winter,PhyEd 110,M4
33247,Winter,PhyEd 111,M1
33247,Winter,PhyEd 222,M1
33247,Spring,PhyEd 345,T4
32041,Fall,PhyEd 215,M1
32041,Fall,PhyEd 315,M1
32041,Spring,PhyEd 340,T3
32538,Winter,PhyEd 215,M1
32538,Fall,PhyEd 340,T2
34754,Winter,PhyEd 110,M4
34755,Fall,PhyEd 110,M4
35504,Winter,PhyEd 110,T3
35505,Fall,PhyEd 110,M2
32937,Winter,PhyEd 484,T3
32937,Fall,PhyEd 215,T1
32937,Fall,PhyEd 315,T1
33248,Fall,PhyEd 111,T4
33248,Fall,PhyEd 222,T4
32509,Fall,PhyEd 215,M4
32509,Winter,PhyEd 315,M4
31750,Spring,PhyEd 215,M4
31750,Spring,PhyEd 315,M4
29581,Fall,PhyEd 215,M3
29581,Fall,PhyEd 315,M3
29581,Fall,PhyEd 486,T4
34756,Winter,PhyEd 112,M3
34756,Fall,PhyEd 110,T4
34252,Spring,PhyEd 111,T3
34252,Spring,PhyEd 222,T3
34252,Fall,PhyEd 484,T4
34757,Spring,PhyEd 112,M1
34757,Winter,PhyEd 110,M3
34758,Fall,PhyEd 110,M2
34758,Winter,PhyEd 112,T1
33249,Winter,PhyEd 111,M3
33249,Winter,PhyEd 222,M3
33249,Fall,PhyEd 343,T3
33249,Winter,PhyEd 343,T3
34253,Spring,PhyEd 110,T1
34253,Winter,PhyEd 222,T1
34253,Winter,PhyEd 111,T1
33250,Spring,PhyEd 345,M4
33250,Winter,PhyEd 111,T4
33250,Winter,PhyEd 222,T4
31751,Winter,PhyEd 341,T3
31751,Spring,PhyEd 215,M1
31751,Spring,PhyEd 315,M1
31752,Fall,PhyEd 215,M4
31752,Winter,PhyEd 315,M4
31752,Fall,PhyEd 215,M4
32753,Spring,PhyEd 215,M2
32753,Spring,PhyEd 315,M2
32753,Winter,PhyEd 340,T3
32754,Spring,PhyEd 215,M4
32754,Spring,PhyEd 315,M4
34254,Winter,PhyEd 484,T3
34254,Spring,PhyEd 111,M3
34254,Spring,PhyEd 222,M3
32042,Fall,PhyEd 215,T2
32042,Fall,PhyEd 111,T1
32042,Winter,PhyEd 222,M1
32042,Spring,PhyEd 487,T4
34760,Spring,PhyEd 110,M4
34760,Fall,PhyEd 112,T2
33251,Winter,PhyEd 111,T1
33251,Winter,PhyEd 222,T1
33251,Fall,PhyEd 111,M1
34255,Winter,PhyEd 111,T1
34255,Winter,PhyEd 222,T1
34255,Fall,PhyEd 119,T4
34255,Fall,PhyEd 120,T4
34255,Spring,PhyEd 340,T4
34761,Winter,PhyEd 110,T1
34761,Fall,PhyEd 112,T3
33252,Spring,PhyEd 110,T1
33252,Spring,PhyEd 112,T2
33252,Spring,PhyEd 110,T2
34601,Fall,PhyEd 110,M1
34601,Spring,PhyEd 112,T3
34602,Spring,PhyEd 110,T1
34602,Fall,PhyEd 112,M2
33253,Fall,PhyEd 111,M1
33253,Fall,PhyEd 222,M1
33253,Winter,PhyEd 340,M4
32755,Spring,PhyEd 215,M3
32755,Spring,PhyEd 315,M3
32755,Spring,PhyEd 488,T3
34603,Fall,PhyEd 110,M4
34604,Spring,PhyEd 110,T4
34604,Spring,PhyEd 112,T3
32043,Fall,PhyEd 215,T3
32043,Fall,PhyEd 315,T3
32043,Fall,PhyEd 343,T1
33254,Spring,PhyEd 111,T1
33254,Spring,PhyEd 222,T1
33254,Fall,PhyEd 345,T4
34606,Spring,PhyEd 110,T2
32044,Spring,PhyEd 486,M3
32044,Fall,PhyEd 215,M2
32044,Fall,PhyEd 315,M2
32044,Fall,PhyEd 341,M2
33255,Fall,PhyEd 111,M1
33255,Fall,PhyEd 222,M1
33255,Winter,PhyEd 484,T4
34607,Spring,PhyEd 112,T3
34607,Spring,PhyEd 110,T3
32756,Spring,PhyEd 215,M1
32756,Spring,PhyEd 315,M1
32756,Winter,PhyEd 341,M2
33256,Spring,PhyEd 110,M4
33256,Spring,PhyEd 111,M4
33256,Spring,PhyEd 222,M4
33257,Spring,PhyEd 343,T4
33257,Winter,PhyEd 111,M3
33257,Winter,PhyEd 222,M3
33259,Winter,PhyEd 222,T3
33259,Spring,PhyEd 345,T4
33259,Winter,PhyEd 111,T3
33260,Spring,PhyEd 111,M4
33260,Spring,PhyEd 222,M4
32045,Spring,PhyEd 484,T4
32045,Fall,PhyEd 215,T1
32045,Winter,PhyEd 315,T1
33261,Winter,PhyEd 111,M1
33261,Winter,PhyEd 222,M1
33261,Fall,PhyEd 111,T1
34609,Fall,PhyEd 112,M3
34609,Fall,PhyEd 110,M2
33262,Winter,PhyEd 111,T3
33262,Winter,PhyEd 222,T3
33262,Fall,PhyEd 341,T2
35278,Fall,PhyEd 110,T4
35278,Fall,PhyEd 112,T2
35278,Fall,PhyEd 112,T2
35279,Spring,PhyEd 110,T3
32675,Fall,PhyEd 215,M2
32675,Fall,PhyEd 315,M2
32675,Fall,PhyEd 486,M3
33266,Winter,PhyEd 111,T4
33266,Winter,PhyEd 222,T4
33266,Winter,PhyEd 343,M4
33267,Winter,PhyEd 111,T1
