Cadet PID,Year,Squadron,Major,Sec Major,Sport Code,Sport Gender
34363,2021,32,Management,No Major,FB,M
36554,2023,6,No Major,No Major,WR,M
34364,2021,19,BachSci,No Major,,
34365,2021,29,GeoSci,No Major,,
36555,2023,40,No Major,No Major,SW,F
31985,2020,40,Management,No Major,FB,M
34011,2021,23,Management,No Major,,
35330,2022,5,AeroEngr,No Major,FB,M
34012,2021,2,CyberSci,No Major,,
35712,2022,24,No Major,No Major,,
32450,2020,10,BehSci,No Major,,
35331,2022,38,Philosophy,No Major,TR,M
32161,2020,25,Biology,No Major,,
35222,2022,34,Biology,No Major,,
35223,2022,17,Biology,No Major,,
31986,2020,24,Management,No Major,GO,M
34013,2022,30,No Major,No Major,,
34014,2021,11,Management,No Major,,
32451,2020,10,Biology,No Major,,
32555,2020,14,AstroEngr,No Major,,
36867,2023,15,No Major,No Major,FB,M
32870,2020,29,HistoryMil,No Major,,
31987,2020,20,English,No Major,,
36556,2023,12,No Major,No Major,,
34015,2021,26,FAS-PolSci,No Major,,
35224,2022,27,Biology,No Major,,
35713,2022,37,No Major,No Major,,
32951,2020,34,AstroEngr,No Major,,
36558,2023,28,No Major,No Major,,
35332,2022,9,No Major,No Major,,
36868,2023,19,No Major,No Major,,
35225,2022,34,Math,No Major,,
35640,2022,7,Management,No Major,WP,M
36786,2023,38,No Major,No Major,,
34018,2021,14,MSS,No Major,,
35641,2022,40,No Major,No Major,FN,M
36559,2023,22,No Major,No Major,,
36560,2023,29,No Major,No Major,,
32665,2020,12,CyberSci,No Major,,
36561,2023,9,No Major,No Major,,
34019,2021,4,CompEngr,No Major,,
32871,2020,30,SysEngr,No Major,,
32162,2020,15,GeoSci,No Major,,
34020,2021,38,Economics,No Major,SO,M
35226,2022,15,No Major,No Major,,
35642,2022,23,No Major,No Major,FB,M
35643,2022,14,PolSci,FAS-PolSci,,
34366,2021,33,Management,No Major,,
32666,2020,33,Biology,No Major,,
34021,2021,30,BehSci,No Major,,
34022,2021,19,AeroEngr,No Major,,
31988,2020,24,English,No Major,,
34023,2021,32,LegalStu,No Major,,
34024,2021,3,BehSci,No Major,,
35227,2022,7,BioChem,No Major,FN,M
34026,2021,13,GeoSci,No Major,,
35228,2022,18,CyberSci,No Major,TR,M
34027,2021,3,GeoSci,No Major,,
34028,2021,29,AeroEngr,No Major,,
36700,2023,39,No Major,No Major,,
36562,2023,10,No Major,No Major,,
35455,2022,19,No Major,No Major,,
32163,2020,28,AstroEngr,No Major,,
35483,2022,10,Physics,No Major,,
34029,2021,14,AeroEngr,No Major,,
32452,2020,9,Management,No Major,,
35644,2022,17,Chemistry,No Major,IH,M
32286,2020,5,OpsRsch,No Major,,
36563,2023,19,No Major,No Major,SW,M
35333,2022,28,CompSci,No Major,,
34030,2021,12,FAS-PolSci,No Major,,
35229,2022,29,No Major,No Major,,
36564,2023,5,No Major,No Major,,
35645,2022,27,No Major,No Major,BA,M
32557,2020,2,Physics,No Major,,
32165,2020,38,Biology,No Major,,
36565,2023,15,No Major,No Major,,
36566,2023,28,No Major,No Major,,
34032,2021,36,Humanities,No Major,,
35230,2022,39,Management,No Major,,
34033,2021,9,AeroEngr,No Major,DV,M
31989,2020,24,LegalStu,No Major,,
34367,2021,36,Management,No Major,TR,M
35334,2022,10,No Major,No Major,BA,M
28747,2018,1,Management,No Major,WP,M
29887,2018,20,Management,No Major,,
29897,2018,14,BehSci,No Major,,
31270,2019,31,Management,No Major,,
30907,2019,9,MatChem,No Major,TR,F
30414,2019,17,Management,No Major,,
30568,2019,19,AstroEngr,No Major,,
31272,2019,21,Management,No Major,,
31273,2019,30,CivEngr,No Major,,
30233,2019,30,CompSci,No Major,,
29199,2019,20,CivEngr,No Major,,
31218,2019,1,SysEngr,No Major,,
30334,2019,13,FAS-PolSci,No Major,,
30237,2019,5,AstroEngr,No Major,,
30570,2019,23,SysEngr,No Major,,
31070,2019,20,English,No Major,,
31130,2019,39,Economics,No Major,,
30140,2019,40,FAS-PolSci,No Major,,
30137,2019,21,MatChem,No Major,,
30366,2019,31,Economics,No Major,FB,M
30908,2019,35,Economics,No Major,GY,M
31219,2019,19,Economics,No Major,,
27756,2019,17,AeroEngr,No Major,,
30571,2019,33,English,No Major,,
31511,2019,29,LegalStu,No Major,,
31277,2019,22,SysEngr,No Major,,
30356,2019,34,Management,No Major,,
30184,2019,7,OpsRsch,No Major,,
30589,2019,1,MSS,No Major,,
30590,2019,17,BehSci,No Major,,
31280,2019,26,Economics,No Major,FB,M
30415,2019,29,AstroEngr,No Major,,
30591,2019,13,BehSci,No Major,,
31281,2019,22,HistoryMil,No Major,,
30437,2019,39,CompSci,No Major,,
31282,2019,11,MatChem,No Major,FB,M
31284,2019,29,Management,No Major,IH,M
30593,2019,2,AeroEngr,No Major,,
30324,2019,24,Management,No Major,LX,M
30416,2019,24,HistoryMil,No Major,,
30232,2019,37,BehSci,No Major,,
31131,2019,10,FAS-PolSci,No Major,,
30360,2019,34,HistoryInt,No Major,,
30253,2019,20,CivEngr,No Major,TN,F
30417,2019,40,Management,No Major,,
31436,2019,20,Management,No Major,,
30595,2019,21,Management,No Major,,
30418,2019,39,AstroEngr,No Major,,
31437,2019,32,PolSci,No Major,,
30596,2019,12,OpsRsch,No Major,,
30550,2019,2,CivEngr,No Major,,
31072,2019,11,PolSci,No Major,,
30551,2019,30,Biology,No Major,,
31531,2019,1,Management,No Major,FB,M
30260,2019,25,HistoryMil,No Major,,
30421,2019,40,Management,No Major,,
30552,2019,40,CyberSci,No Major,,
30422,2019,1,FAS-PolSci,No Major,,
30553,2019,24,Economics,No Major,,
30554,2019,21,Management,No Major,FB,M
35875,2019,9,No Major,No Major,,
30374,2019,20,MathApp,No Major,,
27910,2019,26,Biology,No Major,,
30556,2019,1,Management,No Major,WR,M
31073,2019,33,Management,No Major,TR,M
30386,2019,2,AeroEngr,No Major,,
31012,2019,2,Management,No Major,,
31013,2019,14,Philosophy,No Major,,
28726,2019,27,SysEngr,No Major,,
30246,2019,31,GeoSci,No Major,,
35872,2019,39,No Major,No Major,,
31438,2019,31,Management,No Major,SO,M
30160,2019,10,CivEngr,No Major,,
31439,2019,12,Management,No Major,,
30187,2019,36,MechEngr,No Major,,
30559,2019,14,Management,No Major,,
30215,2019,2,BehSci,No Major,,
30438,2019,39,Humanities,No Major,,
30560,2019,12,OpsRsch,No Major,,
30359,2019,4,Management,No Major,,
30275,2019,13,Management,No Major,,
30423,2019,39,Management,No Major,,
30424,2019,22,SysEngr,No Major,,
30561,2019,12,CivEngr,No Major,WR,M
30425,2019,14,SysEngr,No Major,,
31132,2019,37,CompSci,No Major,,
31440,2019,21,Management,No Major,VB,F
31075,2019,24,CompSci,No Major,,
30562,2019,23,Management,No Major,,
30332,2019,5,AstroEngr,No Major,,
30563,2019,31,BehSci,No Major,SW,F
30910,2019,32,GeoSci,No Major,,
31492,2019,25,GenStu-SSO,No Major,,
30195,2019,3,Physics,No Major,,
31441,2019,5,CivEngr,No Major,,
31260,2019,16,OpsRsch,No Major,,
30439,2019,38,Management,No Major,,
30564,2019,20,OpsRsch,No Major,,
30565,2019,11,Management,No Major,,
31442,2019,18,Management,No Major,,
31016,2019,40,Economics,No Major,,
31076,2019,26,Management,No Major,,
31443,2019,22,CompSci,No Major,,
30575,2019,24,FAS-MSS,No Major,,
30211,2019,27,Economics,No Major,,
30576,2019,36,Management,No Major,,
30343,2019,22,PolSci,No Major,SO,F
31444,2019,14,Management,No Major,FB,M
30578,2019,32,Management,No Major,FB,M
30579,2019,32,BehSci,No Major,,
30912,2019,29,Management,No Major,,
30580,2019,3,CivEngr,No Major,TR,F
30581,2019,21,CompSci,No Major,,
30582,2019,13,CivEngr,No Major,,
30318,2019,22,CompSci,No Major,,
31445,2019,40,FAS-PolSci,No Major,,
31017,2019,23,Economics,No Major,,
31446,2019,34,Management,No Major,,
30411,2019,8,MechEngr,No Major,,
30289,2019,28,CompSci,No Major,,
30586,2019,4,Management,No Major,SO,M
30139,2019,14,MechEngr,No Major,RI,M
30588,2019,27,Management,No Major,,
31448,2019,13,PolSci,No Major,FB,M
30204,2019,31,Biology,No Major,,
31449,2019,25,Biology,No Major,,
30349,2019,39,Biology,No Major,,
30440,2019,5,Management,No Major,TR,M
30148,2019,35,OpsRsch,No Major,LX,M
30412,2019,4,AstroEngr,No Major,,
30914,2019,19,CyberSci,No Major,,
30282,2019,1,AeroEngr,No Major,,
31450,2019,15,Management,No Major,,
35853,2019,24,No Major,No Major,,
31078,2019,2,Management,No Major,,
30648,2019,33,AstroEngr,No Major,,
30649,2019,35,Economics,No Major,FB,M
30207,2019,37,AstroEngr,No Major,,
31079,2019,14,Economics,No Major,,
31018,2019,12,Management,No Major,,
30290,2019,13,Management,No Major,,
31454,2019,2,Economics,No Major,,
31019,2019,3,HistoryMil,No Major,,
31455,2019,25,English,No Major,,
30650,2019,21,Biology,No Major,FN,F
31020,2019,2,CompSci,No Major,SW,F
30916,2019,26,Management,No Major,TR,M
30277,2019,25,CivEngr,No Major,,
30361,2019,24,Management,No Major,FB,M
30651,2019,10,Management,No Major,,
31456,2019,18,Economics,No Major,,
31457,2019,36,GeoSci,No Major,,
31458,2019,7,Management,No Major,IH,M
30111,2019,10,Management,No Major,,
30653,2019,20,AstroEngr,No Major,,
31459,2019,35,Management,No Major,,
30254,2019,24,AstroEngr,No Major,,
30413,2019,12,BehSci,No Major,,
31220,2019,32,Management,No Major,FB,M
30284,2019,20,SysEngr,No Major,,
30194,2019,5,CompSci,No Major,,
30917,2019,17,Management,No Major,TR,M
31463,2019,33,BachSci,No Major,,
30371,2019,34,Management,No Major,SO,F
31289,2019,4,BachSci,No Major,,
31138,2019,25,CompSci,No Major,,
30245,2019,14,SysEngr,No Major,,
31022,2019,5,Management,No Major,,
30918,2019,34,Management,No Major,,
30355,2019,8,CompSci,No Major,,
31291,2019,6,Biology,No Major,TR,M
30206,2019,37,Economics,No Major,TN,M
31292,2019,17,SysEngr,No Major,,
31139,2019,6,SysEngr,No Major,,
31262,2019,5,FAS-Geo,No Major,VB,F
30655,2019,6,Economics,No Major,,
31263,2019,26,Management,No Major,FB,M
35880,2019,20,No Major,No Major,,
35886,2019,13,No Major,No Major,,
30326,2019,15,Biology,No Major,SO,F
30657,2019,38,Management,No Major,BA,M
30658,2019,12,FAS-Geo,No Major,,
30446,2019,16,Economics,No Major,,
30153,2019,9,Economics,No Major,,
30660,2019,25,CompSci,No Major,,
30661,2019,32,MathApp,No Major,,
31294,2019,32,Management,No Major,FB,M
30662,2019,35,CivEngr,No Major,,
30663,2019,26,CivEngr,No Major,,
31296,2019,6,BehSci,No Major,,
30970,2019,16,SysEngr,No Major,,
30664,2019,4,Physics,No Major,,
30971,2019,24,OpsRsch,No Major,,
30665,2019,25,SysEngr,No Major,,
31141,2019,10,MechEngr,No Major,,
30666,2019,22,GeoSci,No Major,,
30667,2019,7,Management,No Major,FB,M
30919,2019,26,Biology,No Major,,
30155,2019,36,MSS,No Major,,
31297,2019,23,SysEngr,No Major,,
30668,2019,29,Management,No Major,FB,M
31298,2019,37,Management,No Major,FB,M
30669,2019,31,GeoSci,No Major,,
30920,2019,8,Management,No Major,FB,M
30670,2019,34,CyberSci,No Major,,
30182,2019,33,CompSci,No Major,,
30672,2019,19,AstroEngr,No Major,,
30673,2019,17,Biology,No Major,,
31299,2019,18,BehSci,No Major,FB,M
30265,2019,32,CyberSci,No Major,,
31190,2019,40,AeroEngr,No Major,,
30674,2019,29,Management,No Major,BA,M
30208,2019,5,ElEngr,No Major,TR,M
31494,2019,21,English,No Major,CL,M
30448,2019,36,Meteor,No Major,,
35873,2019,18,No Major,No Major,,
31300,2019,16,GeoSci,No Major,,
30972,2019,13,LegalStu,No Major,,
31301,2019,12,History,No Major,,
30675,2019,36,Management,No Major,,
30250,2019,7,Management,No Major,,
30676,2019,17,BehSci,No Major,,
30677,2019,36,CivEngr,No Major,,
31264,2019,23,Management,No Major,,
30597,2019,23,CompEngr,No Major,,
30379,2019,15,MechEngr,No Major,,
30598,2019,25,AeroEngr,No Major,,
35879,2019,12,No Major,No Major,,
30599,2019,28,Management,No Major,FB,M
30373,2019,20,Management,No Major,SO,M
30121,2019,18,MechEngr,No Major,,
30600,2019,38,Management,No Major,VB,F
30601,2019,6,CyberSci,No Major,,
31082,2019,9,English,No Major,BX,M
31302,2019,35,BachSci,No Major,,
31495,2019,18,PolSci,No Major,,
30566,2019,22,Management,No Major,,
30567,2019,16,Management,No Major,,
30450,2019,31,Management,No Major,WP,M
35874,2019,7,No Major,No Major,,
30150,2019,37,LegalStu,No Major,,
30451,2019,8,GeoSci,No Major,,
31303,2019,35,Management,No Major,,
31304,2019,27,MSS,No Major,,
30178,2019,18,FAS-PolSci,No Major,VB,F
29339,2019,19,Biology,No Major,,
31083,2019,18,MSS,No Major,,
27303,2019,3,Biology,No Major,,
30452,2019,15,SysEngr,No Major,,
30606,2019,28,OpsRsch,MathApp,,
31305,2019,30,Management,No Major,,
30607,2019,7,MechEngr,No Major,,
31143,2019,7,SysEngr,No Major,,
30126,2019,9,OpsRsch,No Major,DV,F
30610,2019,15,Economics,No Major,,
30293,2019,37,LegalStu,No Major,,
30973,2019,19,CompSci,No Major,,
30454,2019,18,AstroEngr,No Major,,
30455,2019,28,Biology,No Major,,
30456,2019,7,MSS,No Major,,
30637,2019,5,Management,No Major,,
30638,2019,15,Management,No Major,,
30922,2019,14,English,No Major,,
30639,2019,37,AstroEngr,No Major,,
30640,2019,33,History,PolSci,,
30327,2019,12,BehSci,No Major,,
31308,2019,22,SysEngr,No Major,,
30641,2019,23,CivEngr,No Major,,
30131,2019,29,MechEngr,No Major,,
31496,2019,13,Management,No Major,,
30642,2019,13,AeroEngr,No Major,,
30348,2019,12,Management,No Major,GO,M
30643,2019,39,MSS,No Major,,
30278,2019,10,Management,No Major,DV,F
30645,2019,2,GeoSci,No Major,,
30257,2019,23,BehSci,No Major,TR,M
31144,2019,22,BehSci,No Major,,
31193,2019,4,AeroEngr,No Major,,
31266,2019,4,Economics,No Major,IH,M
30222,2019,14,MechEngr,No Major,,
31309,2019,14,Management,No Major,,
30924,2019,21,GeoSci,No Major,,
30647,2019,10,PolSci,No Major,,
31145,2019,32,Management,No Major,,
30305,2019,19,Management,No Major,,
30458,2019,20,Biology,No Major,,
30459,2019,32,SysEngr,No Major,,
31310,2019,10,GeoSci,No Major,,
31267,2019,20,BehSci,No Major,FB,M
31311,2019,35,Management,No Major,LX,M
30460,2019,30,FAS-Geo,No Major,GY,F
31146,2019,40,Management,No Major,TR,M
31312,2019,1,Management,No Major,,
30611,2019,16,PolSci,No Major,,
30461,2019,39,AeroEngr,No Major,,
30247,2019,40,LegalStu,No Major,,
31147,2019,2,OpsRsch,No Major,,
31313,2019,26,OpsRsch,No Major,,
31195,2019,1,PolSci,No Major,,
30310,2019,11,PolSci,No Major,,
31314,2019,8,Management,No Major,,
30337,2019,28,BehSci,No Major,,
31084,2019,36,Biology,No Major,FB,M
30612,2019,11,PolSci,No Major,,
30613,2019,21,BehSci,No Major,,
31315,2019,6,BehSci,No Major,,
35892,2019,35,No Major,No Major,,
29218,2019,23,AstroEngr,No Major,,
30161,2019,2,GeoSci,No Major,,
30193,2019,6,CompEngr,No Major,TN,M
31316,2019,9,FAS-MSS,No Major,,
31317,2019,6,Economics,No Major,FB,M
30925,2019,12,LegalStu,No Major,,
30976,2019,39,AeroEngr,No Major,,
35877,2019,10,No Major,No Major,,
31085,2019,19,AeroEngr,No Major,FN,M
28458,2019,36,LegalStu,No Major,GO,M
31318,2019,39,Management,No Major,FB,M
31196,2019,8,Management,No Major,,
30926,2019,17,Physics,No Major,,
30977,2019,2,English,No Major,IH,M
30978,2019,12,Chemistry,CivEngr,,
30463,2019,7,Management,No Major,IH,M
30615,2019,13,Management,No Major,BA,M
30616,2019,14,AeroEngr,No Major,,
31086,2019,32,AeroEngr,No Major,,
31320,2019,17,SysEngr,No Major,LX,M
30617,2019,24,Meteor,No Major,,
30145,2019,37,Management,No Major,WR,M
31268,2019,28,BehSci,No Major,GY,M
30179,2019,12,CivEngr,No Major,,
30618,2019,9,MSS,No Major,,
30619,2019,9,English,No Major,,
30979,2019,18,MechEngr,No Major,,
31269,2019,8,PolSci,No Major,,
30620,2019,18,Management,No Major,,
30134,2019,22,AstroEngr,No Major,,
30622,2019,1,Management,No Major,,
30623,2019,3,Biology,No Major,,
30181,2019,32,Meteor,No Major,,
31321,2019,26,BehSci,No Major,,
30927,2019,22,GeoSci,No Major,,
30625,2019,25,BehSci,No Major,,
30251,2019,24,PolSci,No Major,,
30980,2019,13,Management,Economics,,
30626,2019,10,OpsRsch,No Major,SW,M
30294,2019,11,English,No Major,,
30627,2019,28,SysEngr,No Major,,
30465,2019,7,BehSci,No Major,,
31089,2019,4,AeroEngr,No Major,,
31090,2019,25,Biology,No Major,,
30628,2019,38,ElEngr,No Major,IH,M
30466,2019,39,AstroEngr,MathApp,,
30311,2019,21,AeroEngr,No Major,,
30629,2019,16,GenStu-EO,No Major,,
31324,2019,36,Management,No Major,,
30928,2019,29,Economics,No Major,CL,M
30110,2019,36,FAS-PolSci,No Major,,
30630,2019,33,GeoSci,No Major,,
30274,2019,23,Biology,No Major,,
30981,2019,39,Management,No Major,SO,M
31091,2019,10,CompSci,No Major,,
30125,2019,32,SysEngr,No Major,,
30982,2019,21,Economics,No Major,TN,M
31203,2019,17,Biology,No Major,,
30467,2019,40,BehSci,No Major,,
30983,2019,32,AeroEngr,No Major,,
31230,2019,31,Physics,No Major,IH,M
31551,2019,11,GeoSci,No Major,,
30985,2019,1,SysEngr,No Major,,
30141,2019,25,MSS,No Major,,
30443,2019,34,Economics,No Major,,
31231,2019,30,BehSci,No Major,FB,M
31325,2019,27,Management,No Major,SO,M
31232,2019,5,BehSci,No Major,,
27400,2019,24,MSS,No Major,,
30468,2019,12,OpsRsch,No Major,BA,M
30929,2019,1,AeroEngr,No Major,,
30444,2019,16,MechEngr,No Major,,
30227,2019,3,Economics,No Major,LX,M
30242,2019,15,Management,No Major,FB,M
30632,2019,3,CyberSci,No Major,,
31327,2019,20,LegalStu,No Major,,
30147,2019,27,Management,No Major,,
30890,2019,33,English,No Major,,
30331,2019,30,HistoryMil,No Major,,
30891,2019,23,Biology,No Major,,
30353,2019,27,Biology,No Major,,
31328,2019,31,PolSci,No Major,,
30634,2019,8,Economics,No Major,,
31092,2019,17,Biology,No Major,,
30135,2019,23,Management,No Major,LX,M
31093,2019,16,ElEngr,No Major,,
30384,2019,22,Physics,No Major,,
30469,2019,14,Biology,No Major,,
30280,2019,24,Economics,No Major,VB,F
31329,2019,34,BehSci,No Major,VB,F
30338,2019,4,Management,No Major,LX,M
30744,2019,30,Economics,No Major,,
30746,2019,25,Economics,No Major,,
30892,2019,22,Management,No Major,,
35899,2019,38,No Major,No Major,,
35894,2019,36,No Major,No Major,,
30747,2019,35,HistoryMil,No Major,,
31285,2019,14,Management,No Major,GY,M
30470,2019,5,Biology,No Major,,
30352,2019,15,FAS-Hist,No Major,SO,F
30190,2019,6,Management,No Major,,
30385,2019,23,CivEngr,No Major,FB,M
30999,2019,16,AeroEngr,No Major,,
31148,2019,26,BehSci,No Major,,
30340,2019,34,Management,No Major,,
30342,2019,33,BehSci,No Major,GY,F
31286,2019,2,Management,No Major,,
30390,2019,30,FAS-MSS,No Major,,
30471,2019,27,LegalStu,No Major,,
30214,2019,6,SysEngr,No Major,TR,M
30472,2019,40,Management,No Major,,
31287,2019,4,Management,No Major,,
30288,2019,40,Management,No Major,,
30218,2019,11,FAS-Hist,No Major,,
30445,2019,35,CivEngr,No Major,,
30364,2019,4,GeoSci,No Major,,
27720,2019,14,MSS,No Major,,
30231,2019,24,CivEngr,No Major,,
31288,2019,32,MSS,No Major,BX,M
31234,2019,36,Management,No Major,,
30895,2019,14,BehSci,No Major,,
31001,2019,25,Meteor,No Major,,
30678,2019,36,SysEngr,No Major,,
30473,2019,28,Management,No Major,,
30166,2019,13,CompSci,No Major,,
30679,2019,7,Biology,No Major,,
30314,2019,13,LegalStu,No Major,GY,F
30680,2019,34,BehSci,No Major,,
30474,2019,2,MechEngr,No Major,,
30263,2019,35,Management,No Major,GO,M
31389,2019,30,AeroEngr,No Major,,
31002,2019,9,MSS,No Major,,
31238,2019,7,GenStu-EO,No Major,,
31095,2019,35,Biology,No Major,,
30476,2019,31,GeoSci,No Major,,
31391,2019,7,BehSci,No Major,BB,F
30255,2019,4,Economics,No Major,FB,M
31392,2019,34,Economics,No Major,,
30684,2019,8,AstroEngr,No Major,,
30685,2019,27,SysEngr,No Major,,
30686,2019,35,Biology,No Major,,
30687,2019,10,MatChem,No Major,,
30688,2019,30,MathApp,CompEngr,,
30689,2019,10,BehSci,No Major,,
30690,2019,6,OpsRsch,No Major,TR,F
31239,2019,8,LegalStu,No Major,,
31206,2019,2,Biology,No Major,,
31395,2019,1,CivEngr,No Major,WR,M
30691,2019,16,Management,No Major,,
31396,2019,11,Management,No Major,,
29044,2019,31,Economics,No Major,,
30692,2019,5,LegalStu,No Major,,
31397,2019,36,Management,No Major,LX,M
30693,2019,33,OpsRsch,No Major,BA,M
31398,2019,40,MSS,No Major,,
30694,2019,32,MSS,No Major,,
31150,2019,29,Biology,No Major,,
30695,2019,18,SysEngr,No Major,,
30896,2019,37,Management,No Major,,
30696,2019,11,AstroEngr,No Major,,
31512,2019,28,Management,No Major,,
30698,2019,10,MSS,GeoSci,,
30346,2019,26,BehSci,No Major,GY,M
31207,2019,36,Biology,No Major,,
30699,2019,9,SysEngr,No Major,,
30700,2019,33,BehSci,No Major,,
31240,2019,7,MSS,No Major,SO,M
30479,2019,19,CivEngr,No Major,IH,M
30701,2019,6,Management,No Major,FB,M
30897,2019,15,CivEngr,No Major,,
31241,2019,20,Management,No Major,FB,M
31242,2019,32,English,No Major,,
30307,2019,7,LegalStu,No Major,,
31151,2019,17,ElEngr,No Major,,
31399,2019,8,Management,No Major,,
30272,2019,38,PolSci,No Major,,
30128,2019,18,Management,No Major,,
31400,2019,27,BehSci,No Major,,
31096,2019,28,BehSci,No Major,BB,M
31208,2019,7,AeroEngr,No Major,,
30705,2019,22,BehSci,No Major,,
31401,2019,3,Economics,No Major,,
31402,2019,32,Management,No Major,,
30706,2019,17,CivEngr,No Major,GY,M
31403,2019,38,History,No Major,,
30480,2019,38,Management,No Major,,
30388,2019,30,BehSci,No Major,BX,M
31097,2019,12,Management,No Major,,
31154,2019,17,Management,No Major,,
30707,2019,9,Management,No Major,,
30708,2019,19,BehSci,No Major,,
30239,2019,27,OpsRsch,No Major,IH,M
30481,2019,24,Humanities,No Major,,
30197,2019,28,Physics,No Major,,
30115,2019,39,ElEngr,Physics,,
30602,2019,22,PolSci,No Major,,
31098,2019,37,AeroEngr,No Major,TR,M
30482,2019,5,Biology,No Major,,
31405,2019,13,SysEngr,No Major,,
30899,2019,8,Biology,No Major,,
30523,2019,23,HistoryMil,No Major,,
31406,2019,27,Management,No Major,,
30387,2019,30,CompSci,No Major,,
30484,2019,11,Economics,Management,,
30320,2019,27,Biology,No Major,,
30603,2019,14,FAS-PolSci,No Major,DV,F
30267,2019,23,MatChem,No Major,,
31155,2019,28,CompSci,No Major,WP,M
31497,2019,37,LegalStu,No Major,CL,F
31100,2019,19,SysEngr,No Major,,
31409,2019,4,Economics,No Major,,
31243,2019,16,BioChem,No Major,FB,M
30354,2019,31,PolSci,No Major,,
30269,2019,8,AstroEngr,No Major,,
31101,2019,38,CompSci,No Major,,
30604,2019,8,BehSci,No Major,TN,F
30309,2019,18,BehSci,No Major,SO,F
30192,2019,5,AstroEngr,No Major,,
30718,2019,26,English,No Major,,
30901,2019,4,MechEngr,No Major,,
31411,2019,9,GeoSci,No Major,RI,M
30144,2019,38,FAS-Geo,No Major,,
30123,2019,19,HistoryMil,No Major,,
30719,2019,12,Philosophy,No Major,,
30720,2019,39,CompSci,No Major,,
30296,2019,9,SysEngr,No Major,,
31006,2019,5,ElEngr,No Major,,
30722,2019,19,Philosophy,No Major,,
35888,2019,27,No Major,No Major,,
31156,2019,29,SysEngr,No Major,,
30301,2019,10,Philosophy,No Major,,
31007,2019,5,CivEngr,No Major,,
31008,2019,29,CompSci,No Major,,
30321,2019,34,BehSci,No Major,,
30341,2019,15,OpsRsch,No Major,SW,F
31102,2019,5,AeroEngr,No Major,,
31413,2019,3,Management,No Major,,
30383,2019,2,SysEngr,No Major,,
30723,2019,39,MSS,No Major,,
31205,2019,3,CompEngr,No Major,,
35878,2019,11,No Major,No Major,,
35882,2019,16,No Major,No Major,,
31414,2019,22,Management,No Major,,
30171,2019,12,Economics,No Major,,
30394,2019,38,Management,No Major,WR,M
30725,2019,13,SysEngr,No Major,,
35890,2019,31,No Major,No Major,,
31415,2019,20,Management,No Major,BB,M
30987,2019,18,Management,No Major,SO,M
30726,2019,32,SysEngr,No Major,,
35881,2019,14,No Major,No Major,,
30216,2019,10,FAS-Hist,No Major,GY,F
30728,2019,18,BehSci,No Major,FB,M
30902,2019,10,CivEngr,No Major,,
30369,2019,20,BehSci,No Major,,
28708,2019,27,CyberSci,No Major,,
30729,2019,2,LegalStu,No Major,,
30325,2019,21,CivEngr,No Major,,
31416,2019,26,Management,No Major,,
30730,2019,29,AstroEngr,No Major,IH,M
31417,2019,16,Biology,No Major,,
30117,2019,30,SysEngr,No Major,SW,F
30903,2019,32,HistoryMil,No Major,,
30731,2019,40,Biology,No Major,,
30732,2019,15,BehSci,No Major,,
31157,2019,3,Economics,No Major,,
30733,2019,27,AeroEngr,No Major,,
30734,2019,38,Physics,No Major,,
30904,2019,17,Biology,No Major,,
30988,2019,20,Management,No Major,,
31418,2019,27,PolSci,No Major,,
31419,2019,37,CivEngr,No Major,,
30259,2019,11,Biology,No Major,,
31420,2019,35,MSS,No Major,,
30736,2019,2,Economics,No Major,,
30152,2019,4,MatChem,No Major,,
31244,2019,23,SysEngr,No Major,BA,M
31421,2019,19,Management,No Major,,
31422,2019,13,Management,No Major,SO,M
30737,2019,3,CompEngr,No Major,,
31424,2019,23,BehSci,No Major,,
30738,2019,16,OpsRsch,No Major,,
31209,2019,9,Management,No Major,FB,M
31425,2019,17,Management,No Major,,
31426,2019,25,Management,No Major,,
31245,2019,13,CompSci,No Major,,
30739,2019,8,BehSci,No Major,TR,F
31035,2019,39,LegalStu,No Major,IH,M
31427,2019,21,HistoryMil,No Major,VB,F
30489,2019,19,Management,No Major,FB,M
30344,2019,23,LegalStu,No Major,,
30740,2019,37,CompSci,No Major,,
31104,2019,29,FAS-Geo,No Major,,
31428,2019,15,Management,No Major,,
31429,2019,35,BehSci,No Major,,
31430,2019,6,OpsRsch,No Major,,
30173,2019,33,GenStu-BSO,No Major,,
31431,2019,27,Management,No Major,,
30741,2019,6,BehSci,No Major,,
31158,2019,36,CompEngr,No Major,,
30268,2019,35,Economics,No Major,,
30742,2019,20,SysEngr,No Major,,
31210,2019,26,Management,No Major,,
30490,2019,16,Biology,No Major,,
31432,2019,10,Economics,Management,,
30801,2019,38,Physics,No Major,,
31433,2019,8,Management,No Major,WR,M
31105,2019,26,MechEngr,No Major,,
30180,2019,29,Math,No Major,,
30230,2019,36,Management,No Major,,
30198,2019,40,MathApp,No Major,TN,M
31331,2019,36,Economics,No Major,VB,F
30285,2019,14,MechEngr,No Major,,
30491,2019,30,Management,No Major,FB,M
35891,2019,33,No Major,No Major,,
31332,2019,19,Management,No Major,,
30492,2019,33,Management,No Major,,
31036,2019,33,Economics,No Major,,
30188,2019,28,AeroEngr,No Major,,
31333,2019,13,BehSci,No Major,VB,F
30308,2019,30,SysEngr,No Major,WP,M
30205,2019,9,SysEngr,No Major,,
30802,2019,2,CompSci,No Major,,
