Cadet PID,Year,Squadron,Major,Sec Major,Sport Code,Sport Gender
35163,2022,5,Philosophy,No Major,SO,F
36464,2023,10,No Major,No Major,,
33963,2021,8,SysEngr,No Major,,
36465,2023,11,No Major,No Major,WP,M
34063,2021,36,Biology,No Major,,
31868,2020,34,Management,No Major,GY,F
36466,2023,29,No Major,No Major,,
32418,2020,27,FAS-PolSci,No Major,,
33965,2021,24,BehSci,No Major,,
35363,2022,2,SysEngr,No Major,,
33966,2021,32,MechEngr,No Major,WP,M
32127,2020,6,BachSci,No Major,,
33967,2021,20,PolSci,No Major,,
33968,2021,33,MSS,No Major,,
34202,2021,23,BehSci,No Major,,
33969,2021,2,Management,No Major,,
32636,2020,37,OpsRsch,No Major,TR,F
35164,2022,21,Economics,No Major,,
32830,2020,16,Management,No Major,,
37212,2020,4,No Major,No Major,,
31869,2020,26,Economics,No Major,,
32419,2020,36,Management,No Major,,
34203,2021,29,BehSci,No Major,GY,F
36309,2023,20,No Major,No Major,,
32945,2020,31,Economics,No Major,FB,M
32831,2020,14,Biology,No Major,,
32128,2020,21,SysEngr,No Major,FB,M
35678,2022,13,BehSci,No Major,FB,M
35165,2022,12,No Major,No Major,,
31870,2020,7,SysEngr,No Major,,
33970,2021,30,CivEngr,No Major,WP,M
33971,2021,23,BehSci,No Major,,
35166,2022,31,No Major,No Major,,
35679,2022,16,No Major,No Major,FB,M
32657,2020,11,LegalStu,No Major,,
35167,2022,12,MSS,No Major,,
36828,2023,39,No Major,No Major,,
32832,2020,29,LegalStu,No Major,,
31871,2020,21,SysEngr,No Major,,
35168,2022,3,AeroEngr,No Major,,
33973,2021,29,Economics,No Major,,
32129,2020,12,LegalStu,No Major,,
32596,2020,27,Management,No Major,GY,M
35364,2022,10,No Major,No Major,,
34204,2021,34,BehSci,No Major,RI,F
35365,2022,24,No Major,No Major,,
33974,2021,18,SysEngr,No Major,,
32637,2020,12,BehSci,No Major,,
36736,2023,35,No Major,No Major,,
35169,2022,22,No Major,No Major,,
36310,2023,21,No Major,No Major,GO,M
35170,2022,22,AeroEngr,No Major,,
34205,2021,35,CivEngr,No Major,,
35472,2022,32,CompSci,CyberSci,GY,M
32834,2020,9,Management,No Major,,
31872,2020,22,CompSci,No Major,,
35366,2022,13,Biology,No Major,,
35681,2022,9,No Major,No Major,,
33975,2021,11,HistoryMil,No Major,,
31873,2020,32,BehSci,No Major,SW,F
32130,2020,28,Economics,No Major,,
36311,2023,24,No Major,No Major,SO,M
35172,2022,3,CompSci,No Major,,
35743,2022,13,No Major,No Major,IH,M
35173,2022,4,AeroEngr,No Major,,
31874,2020,3,Biology,No Major,,
36312,2023,10,No Major,No Major,,
35174,2022,23,MechEngr,No Major,,
32597,2020,17,Management,No Major,FB,M
34064,2021,26,ElEngr,No Major,,
32131,2020,25,Economics,No Major,,
35175,2022,34,OpsRsch,No Major,,
36313,2023,9,No Major,No Major,FB,M
36738,2023,30,No Major,No Major,,
35761,2022,37,Economics,No Major,,
33977,2021,21,Economics,No Major,BB,F
33978,2021,6,Management,No Major,,
33979,2021,1,OpsRsch,No Major,TR,M
32420,2020,32,Management,No Major,,
33980,2021,5,BioChem,No Major,,
36314,2023,40,No Major,No Major,,
35367,2022,11,Management,No Major,FB,M
35177,2022,15,BehSci,No Major,,
33981,2021,1,Physics,No Major,,
31875,2020,13,PolSci,No Major,,
33982,2021,28,Economics,No Major,,
32421,2020,26,CyberSci,No Major,,
32422,2021,10,BehSci,No Major,,
33983,2021,40,CompEngr,No Major,,
37047,2023,21,No Major,No Major,,
34206,2021,13,AeroEngr,No Major,LX,M
36315,2023,11,No Major,No Major,,
36316,2023,21,No Major,No Major,,
32077,2020,22,Management,No Major,LX,M
32423,2020,23,English,No Major,,
32078,2020,31,AstroEngr,No Major,,
37048,2023,6,No Major,No Major,,
36317,2023,15,No Major,No Major,SW,F
35178,2022,23,No Major,No Major,RI,M
32946,2020,17,Economics,No Major,,
32947,2020,27,Economics,No Major,FB,M
32835,2020,8,Management,No Major,,
34207,2021,25,MSS,No Major,,
33984,2021,20,Economics,No Major,,
32836,2020,12,Economics,No Major,BB,M
35180,2022,32,FAS-MSS,No Major,,
35682,2022,1,Management,No Major,,
32132,2020,24,English,No Major,,
30951,2020,20,Management,No Major,,
32079,2020,17,CyberSci,No Major,,
32080,2020,37,CivEngr,No Major,WP,M
36318,2023,31,No Major,No Major,,
34208,2021,26,Management,No Major,,
35181,2022,21,LegalStu,No Major,,
33985,2021,35,PolSci,No Major,,
33986,2021,21,AstroEngr,MathApp,,
35183,2022,33,HistoryInt,No Major,,
35368,2022,9,Humanities,FAS-Hist,,
33987,2021,15,Biology,No Major,,
36319,2023,16,No Major,No Major,,
36740,2023,31,No Major,No Major,,
36741,2023,25,No Major,No Major,,
33988,2021,12,AeroEngr,No Major,,
33989,2021,14,PolSci,No Major,,
32540,2020,33,Physics,MathApp,,
36830,2023,2,No Major,No Major,,
33991,2021,23,Management,No Major,,
33992,2021,16,MathApp,No Major,,
32837,2020,2,HistoryMil,No Major,,
36742,2023,20,No Major,No Major,,
37165,2021,26,No Major,No Major,,
36743,2023,12,No Major,No Major,,
33993,2021,4,HistoryMil,No Major,,
33994,2021,40,Management,No Major,GY,M
33995,2021,25,AeroEngr,No Major,,
36320,2023,35,No Major,No Major,,
32314,2020,12,GeoSci,No Major,,
32838,2020,19,Management,No Major,,
33996,2021,3,Economics,No Major,,
35185,2022,33,No Major,No Major,,
35186,2022,5,EngrChem,No Major,,
35187,2022,25,No Major,No Major,FN,F
36321,2023,6,No Major,No Major,,
37049,2023,31,No Major,No Major,,
36322,2023,32,ElCompEngr,No Major,,
35189,2022,4,No Major,No Major,WP,M
33997,2021,29,Meteor,No Major,,
36744,2023,32,No Major,No Major,,
36323,2023,26,No Major,No Major,,
35190,2022,14,MechEngr,No Major,SW,M
35191,2022,35,No Major,No Major,,
33998,2021,33,Biology,No Major,WP,M
36831,2023,22,No Major,No Major,,
33999,2021,35,Management,No Major,,
32424,2020,30,SysEngr,No Major,,
35192,2022,1,ElCompEngr,No Major,,
35193,2022,18,Management,No Major,,
35369,2022,20,Management,No Major,,
35194,2022,32,No Major,No Major,,
34000,2021,6,CompSci,No Major,,
32133,2020,33,BehSci,No Major,,
37050,2023,2,No Major,No Major,WR,M
32490,2020,22,MechEngr,No Major,,
35195,2022,27,FAS-MSS,No Major,CL,M
36863,2023,31,No Major,No Major,BA,M
35196,2022,24,No Major,No Major,,
34001,2021,18,CompSci,No Major,,
32425,2020,23,Management,No Major,,
36745,2023,1,No Major,No Major,,
34002,2021,1,CompSci,No Major,,
34209,2021,16,Management,No Major,VB,F
36324,2023,32,No Major,No Major,,
36325,2023,16,No Major,No Major,,
32426,2020,4,LegalStu,No Major,,
35197,2022,24,FAS-PolSci,No Major,,
30790,2021,30,MSS,No Major,,
34210,2021,5,Management,No Major,FB,M
36326,2023,10,No Major,No Major,,
34211,2021,23,Management,No Major,,
35198,2022,12,Management,No Major,,
36327,2023,3,No Major,No Major,,
34212,2021,14,GeoSci,No Major,WR,M
32082,2020,14,BehSci,No Major,,
35684,2022,37,No Major,No Major,,
34213,2021,6,Management,No Major,,
36328,2023,15,No Major,No Major,,
36329,2023,13,No Major,No Major,,
32134,2020,3,Management,No Major,,
35199,2022,34,SysEngr,No Major,,
32542,2020,32,MathApp,No Major,,
32083,2020,34,Economics,No Major,,
32084,2020,34,Biology,No Major,,
35200,2022,16,FAS-Hist,No Major,,
35201,2022,7,ElCompEngr,No Major,,
36330,2023,2,No Major,No Major,WP,M
36746,2023,31,No Major,No Major,,
36747,2023,11,No Major,No Major,,
36748,2023,2,No Major,No Major,,
32085,2020,34,BehSci,No Major,FN,F
34003,2021,24,Management,No Major,TR,M
34004,2021,34,PolSci,No Major,TN,M
36331,2023,23,No Major,No Major,,
36332,2023,33,No Major,No Major,,
34006,2021,18,Management,No Major,,
32135,2020,21,ElEngr,CompEngr,,
35202,2022,15,AstroEngr,No Major,SO,M
36333,2023,26,No Major,No Major,,
32427,2020,5,CompSci,No Major,,
36334,2023,4,No Major,No Major,,
32086,2020,26,PolSci,No Major,,
34007,2021,20,BehSci,No Major,,
34008,2021,5,BehSci,No Major,,
32087,2022,37,No Major,No Major,,
34009,2021,36,SysEngr,No Major,TR,F
32428,2020,36,Management,No Major,,
36832,2023,14,No Major,No Major,,
29428,2020,11,MechEngr,No Major,,
36335,2023,24,No Major,No Major,CL,M
32543,2020,15,PolSci,No Major,,
36336,2023,7,No Major,No Major,,
34214,2021,26,CompSci,No Major,FN,M
32088,2020,10,FAS-PolSci,No Major,,
32429,2020,32,AstroEngr,No Major,,
35203,2022,27,No Major,No Major,,
32430,2020,22,PolSci,No Major,,
32315,2020,27,HistoryInt,No Major,,
32136,2020,18,BehSci,No Major,BX,M
36833,2023,36,No Major,No Major,CL,F
36749,2023,17,No Major,No Major,,
35067,2022,11,No Major,No Major,,
34215,2021,21,SysEngr,No Major,,
36750,2023,29,No Major,No Major,FB,M
35371,2022,6,History,No Major,,
36337,2023,19,No Major,No Major,FB,M
36338,2023,10,No Major,No Major,BB,M
35068,2022,35,SysEngr,No Major,,
35685,2022,7,LegalStu,No Major,,
32089,2020,39,MSS,No Major,IH,M
35443,2022,25,No Major,No Major,,
32090,2020,25,BioChem,No Major,,
32840,2020,13,Management,No Major,,
32544,2020,38,Management,No Major,,
33879,2021,31,MathApp,No Major,,
32431,2020,34,BioChem,No Major,,
32091,2020,8,FAS-MSS,No Major,,
35069,2022,26,No Major,No Major,GY,F
34216,2021,15,OpsRsch,No Major,,
36339,2023,34,No Major,No Major,,
35070,2022,7,PolSci,No Major,BB,M
37051,2023,12,No Major,No Major,WP,M
35686,2022,36,No Major,No Major,BB,F
33881,2021,37,Management,No Major,,
33882,2021,26,BehSci,No Major,TR,F
35072,2022,26,CivEngr,No Major,,
35372,2022,36,Physics,No Major,,
36340,2023,9,No Major,No Major,,
34217,2021,5,Management,No Major,SO,M
37052,2023,22,No Major,No Major,,
36341,2023,36,No Major,No Major,,
32948,2020,27,MechEngr,No Major,,
33883,2021,24,BehSci,No Major,,
36751,2023,12,No Major,No Major,,
33885,2021,36,BehSci,No Major,,
35073,2022,8,Economics,No Major,,
35373,2022,30,ElCompEngr,No Major,,
35374,2022,3,No Major,No Major,,
33887,2021,21,SysEngr,No Major,,
32432,2020,32,Management,No Major,,
35375,2022,23,No Major,No Major,,
32841,2020,3,SysEngr,No Major,,
36342,2023,5,No Major,No Major,,
32094,2020,14,Economics,No Major,,
35744,2022,11,No Major,No Major,SO,M
37053,2023,32,No Major,No Major,CL,F
35688,2022,34,No Major,No Major,SO,M
32274,2020,33,AeroEngr,No Major,,
33889,2021,5,AstroEngr,No Major,,
35689,2022,17,BehSci,No Major,,
32639,2020,8,Management,No Major,TR,M
32433,2020,15,Management,No Major,SO,F
32434,2020,23,Management,No Major,,
33890,2021,25,PolSci,No Major,GO,M
34218,2021,7,Biology,No Major,,
36834,2023,15,No Major,No Major,,
34219,2021,7,SocSci,No Major,,
36343,2023,25,No Major,No Major,,
35074,2022,27,BehSci,No Major,,
35075,2022,2,No Major,No Major,FB,M
32137,2020,22,HistoryMil,No Major,,
33892,2021,35,PolSci,No Major,,
36752,2023,27,No Major,No Major,,
32275,2020,10,GeoSci,No Major,,
34220,2021,17,LegalStu,No Major,,
35076,2022,28,CompSci,No Major,RI,F
33893,2021,8,MSS,No Major,,
32096,2020,13,LegalStu,No Major,VB,F
32842,2020,25,BehSci,No Major,,
33894,2021,24,PolSci,No Major,,
34168,2021,22,AstroEngr,No Major,,
37098,2023,6,No Major,No Major,,
33895,2021,6,Management,No Major,,
32545,2020,11,AeroEngr,No Major,,
36345,2023,16,No Major,No Major,,
32138,2020,26,Management,No Major,,
33896,2021,12,MSS,No Major,,
36467,2023,37,No Major,No Major,,
35376,2022,8,No Major,No Major,SO,M
32097,2020,28,Management,No Major,SO,M
35078,2022,9,Biology,No Major,GY,F
37054,2023,2,No Major,No Major,FB,M
36468,2023,8,No Major,No Major,TR,F
32098,2020,35,Management,No Major,SO,F
33897,2021,27,OpsRsch,No Major,BX,M
36469,2023,7,No Major,No Major,,
36753,2023,26,No Major,No Major,,
33898,2021,26,Management,No Major,TR,M
36754,2023,36,No Major,No Major,,
32099,2020,4,GeoSci,No Major,,
35079,2022,5,CivEngr,No Major,WR,M
35080,2022,33,No Major,No Major,,
35081,2022,1,Meteor,No Major,CL,F
36470,2023,18,No Major,No Major,,
33899,2021,34,MechEngr,No Major,,
35082,2022,18,FAS-MSS,No Major,,
33900,2021,3,MechEngr,No Major,,
36755,2023,28,No Major,No Major,,
32843,2020,8,BehSci,No Major,,
36835,2023,7,No Major,No Major,,
37227,2020,12,No Major,No Major,,
33901,2021,1,MSS,No Major,,
36471,2023,17,No Major,No Major,,
36756,2023,17,No Major,No Major,,
33902,2021,8,Management,No Major,,
35690,2022,15,Economics,No Major,,
34221,2021,30,Chemistry,No Major,,
32100,2020,13,Management,No Major,TR,M
35691,2022,18,No Major,No Major,FB,M
35083,2022,33,No Major,No Major,GY,F
35084,2022,34,Management,No Major,,
35085,2022,17,SysEngr,No Major,,
33903,2021,13,AstroEngr,No Major,,
35086,2022,28,AeroEngr,No Major,,
34222,2021,18,Biology,No Major,,
36472,2023,27,No Major,No Major,,
33904,2021,35,AeroEngr,No Major,,
37099,2023,37,No Major,No Major,,
36473,2023,8,No Major,No Major,,
32139,2020,30,CivEngr,No Major,,
36474,2023,12,No Major,No Major,RI,M
36475,2023,22,No Major,No Major,BA,M
35088,2022,13,OpsRsch,No Major,,
33905,2021,21,FAS-PolSci,No Major,,
35089,2022,37,English,No Major,,
37100,2023,38,No Major,No Major,,
36476,2023,18,No Major,No Major,,
32949,2020,38,Management,No Major,IH,M
35090,2022,9,MechEngr,No Major,,
34223,2021,17,Management,No Major,FB,M
36477,2023,30,No Major,No Major,,
35091,2022,38,BehSci,No Major,,
36478,2023,28,No Major,No Major,,
36757,2023,38,No Major,No Major,CL,M
33906,2021,38,MSS,No Major,,
36479,2023,9,No Major,No Major,,
32101,2020,33,PolSci,No Major,,
33908,2021,31,Economics,No Major,,
35444,2022,28,BehSci,No Major,,
32435,2020,6,CompSci,No Major,,
35377,2022,38,English,PolSci,VB,F
33909,2021,11,FAS-PolSci,No Major,SW,F
36480,2023,9,No Major,No Major,,
30861,2021,34,Management,No Major,,
35378,2022,19,AeroEngr,No Major,,
35093,2022,28,Management,No Major,,
35785,2022,29,CivEngr,No Major,,
33910,2021,26,MSS,No Major,BA,M
35379,2022,39,CompSci,No Major,,
35095,2022,1,CivEngr,No Major,,
32658,2020,18,BehSci,No Major,,
35096,2022,22,CompSci,No Major,,
33911,2021,33,SysEngr,No Major,,
35445,2022,2,CompSci,No Major,,
32438,2020,19,Management,No Major,TR,M
33913,2021,8,English,CompSci,,
33914,2021,31,OpsRsch,Economics,,
32439,2020,6,SysEngr,No Major,,
36837,2023,29,No Major,No Major,,
33915,2021,13,CivEngr,No Major,,
36864,2023,39,No Major,No Major,,
33916,2021,7,Management,No Major,WR,M
32102,2020,16,BehSci,No Major,,
32140,2020,28,FAS-PolSci,No Major,,
33917,2021,7,Management,No Major,,
36758,2023,3,No Major,No Major,,
35097,2022,10,No Major,No Major,,
36482,2023,19,No Major,No Major,SW,F
32546,2020,20,MechEngr,No Major,,
35098,2022,32,CompSci,No Major,,
36483,2023,10,No Major,No Major,,
36484,2023,20,No Major,No Major,,
36485,2023,19,No Major,No Major,,
32844,2020,31,Management,No Major,BB,M
36486,2023,29,No Major,No Major,,
36487,2023,30,No Major,No Major,,
35380,2022,19,No Major,No Major,,
33918,2021,17,PolSci,No Major,,
32103,2020,26,Management,No Major,,
36759,2023,32,No Major,No Major,SO,M
32104,2020,12,BehSci,No Major,,
32141,2020,33,English,No Major,,
33919,2021,12,Biology,No Major,,
37055,2023,12,No Major,No Major,BX,M
36488,2023,39,No Major,No Major,TN,F
35381,2022,30,GeoSci,No Major,,
32547,2020,36,Biology,No Major,GY,F
32105,2020,24,CyberSci,No Major,,
37101,2023,40,No Major,No Major,,
37056,2023,3,No Major,No Major,,
32142,2020,24,LegalStu,No Major,TN,M
32106,2020,29,BehSci,No Major,LX,M
34224,2021,2,Management,No Major,FB,M
36760,2023,1,No Major,No Major,,
35099,2022,40,AeroEngr,MathApp,,
37228,2020,7,No Major,No Major,,
33921,2021,27,OpsRsch,No Major,,
33922,2021,1,Biology,No Major,,
36489,2023,27,No Major,No Major,BA,M
35328,2022,40,AstroEngr,No Major,,
35100,2022,25,CivEngr,No Major,WP,M
36490,2023,37,No Major,No Major,SW,M
32143,2020,37,Management,No Major,FB,M
34065,2021,30,Management,No Major,,
32641,2020,6,AeroEngr,No Major,,
32548,2020,37,Economics,No Major,FB,M
35101,2022,13,FAS-PolSci,No Major,,
37057,2023,13,No Major,No Major,LX,M
33923,2021,40,PolSci,No Major,,
36491,2023,10,No Major,No Major,CL,F
35692,2022,21,AstroEngr,No Major,FB,M
33924,2021,5,Biology,No Major,,
35102,2022,14,BehSci,No Major,,
35447,2022,38,CyberSci,No Major,TR,M
37102,2023,22,No Major,No Major,BB,M
35103,2022,4,SysEngr,No Major,,
37103,2023,13,No Major,No Major,FB,M
32491,2020,22,GeoSci,No Major,,
36492,2023,11,No Major,No Major,,
35693,2022,8,Management,No Major,FB,M
33927,2021,39,CompSci,No Major,,
36493,2023,21,No Major,No Major,,
32659,2020,38,Management,No Major,FB,M
36494,2023,31,No Major,No Major,,
32108,2020,23,AstroEngr,No Major,,
33929,2021,37,PolSci,No Major,,
33930,2021,3,GeoSci,No Major,,
33931,2021,1,Management,No Major,,
36761,2023,39,No Major,No Major,FB,M
36495,2023,12,No Major,No Major,,
35104,2022,11,No Major,No Major,,
36496,2023,29,No Major,No Major,,
32549,2020,3,OpsRsch,No Major,,
37058,2023,2,No Major,No Major,,
36497,2023,20,No Major,No Major,,
35105,2022,35,No Major,No Major,WR,M
36498,2023,23,No Major,No Major,,
36499,2023,22,No Major,No Major,BA,M
34225,2021,22,AeroEngr,No Major,,
35106,2022,29,LegalStu,No Major,BX,M
36500,2023,40,No Major,No Major,,
32146,2020,9,Economics,No Major,,
32660,2020,39,Management,No Major,LX,M
32847,2020,8,Management,No Major,CL,M
37059,2023,35,No Major,No Major,,
37166,2021,6,No Major,No Major,,
36501,2023,25,No Major,No Major,SO,M
35107,2022,39,ElCompEngr,No Major,,
33933,2021,8,Biology,No Major,,
36502,2023,2,No Major,No Major,,
32440,2020,35,SysEngr,No Major,,
33934,2021,34,AstroEngr,SpaceOps,,
32848,2020,11,Management,No Major,,
32661,2020,5,Management,No Major,,
35109,2022,24,No Major,No Major,,
35110,2022,25,GeoSci,No Major,,
35382,2022,31,CompSci,CyberSci,,
36503,2023,8,No Major,No Major,,
35111,2022,19,ElCompEngr,No Major,WP,M
36504,2023,30,No Major,No Major,,
34066,2021,4,BehSci,No Major,BB,F
32849,2020,36,Management,No Major,BB,M
35694,2022,12,No Major,No Major,,
32662,2020,10,Management,No Major,IH,M
33935,2021,18,LegalStu,No Major,,
34226,2021,5,Biology,No Major,,
32110,2020,8,HistoryMil,No Major,,
33936,2021,21,LegalStu,No Major,CL,F
32279,2020,17,BehSci,No Major,CL,F
33937,2021,28,LegalStu,No Major,,
36505,2023,1,No Major,No Major,SO,M
35112,2022,3,MSS,No Major,,
36506,2023,3,No Major,No Major,WP,M
34227,2021,27,LegalStu,No Major,FB,M
33939,2021,30,PolSci,No Major,,
37060,2023,33,No Major,No Major,FB,M
35695,2022,4,No Major,No Major,FB,M
35449,2022,34,GeoSci,No Major,SO,M
32551,2020,18,PolSci,No Major,,
32148,2020,28,FAS-PolSci,No Major,,
33940,2021,12,Management,No Major,FB,M
33941,2021,3,AstroEngr,Physics,,
36762,2023,32,No Major,No Major,,
32493,2020,32,SysEngr,No Major,,
36507,2023,40,No Major,No Major,,
33942,2021,24,GeoSci,No Major,,
33943,2021,40,English,No Major,,
35383,2022,12,HistoryInt,No Major,,
32850,2020,18,SysEngr,No Major,,
32150,2020,20,Economics,No Major,,
37247,2020,33,No Major,No Major,,
35113,2022,23,No Major,No Major,GO,M
33944,2021,23,PolSci,FAS-PolSci,,
32111,2020,39,AstroEngr,No Major,,
34228,2021,2,BehSci,No Major,,
36508,2023,1,No Major,No Major,,
35696,2022,6,No Major,No Major,LX,M
34229,2021,31,English,No Major,FB,M
33019,2020,10,Management,No Major,GO,M
32151,2020,7,SysEngr,No Major,,
37104,2023,3,No Major,No Major,,
33945,2021,28,AstroEngr,No Major,,
32552,2020,30,LegalStu,No Major,,
32112,2020,29,CompSci,No Major,,
35114,2022,1,Philosophy,No Major,,
33946,2021,14,Management,No Major,,
32113,2020,17,BehSci,No Major,,
35697,2022,26,Management,No Major,,
32852,2020,20,MechEngr,No Major,IH,M
35115,2022,3,MSS,No Major,,
36509,2023,13,No Major,No Major,,
37061,2023,12,No Major,No Major,,
34067,2021,17,HistoryAme,No Major,IH,M
32114,2020,14,CivEngr,No Major,,
35698,2022,38,Chemistry,No Major,,
35116,2022,4,Economics,No Major,,
32152,2020,11,BehSci,No Major,,
33948,2021,27,HistoryMil,No Major,,
33949,2021,13,Economics,No Major,,
32853,2020,27,Management,No Major,,
35384,2022,33,ElCompEngr,No Major,,
34070,2021,7,AeroEngr,No Major,,
35762,2022,20,No Major,No Major,,
35450,2022,22,CompSci,No Major,,
32441,2020,21,LegalStu,No Major,,
34071,2021,21,AeroEngr,No Major,,
35117,2022,32,MSS,No Major,,
35451,2022,5,No Major,No Major,,
34072,2021,22,Economics,No Major,,
35118,2022,13,OpsRsch,No Major,,
34068,2021,15,MathApp,No Major,,
36510,2023,11,No Major,No Major,,
34230,2021,25,CivEngr,No Major,GY,M
34073,2021,18,AeroEngr,No Major,,
